agent_id,epoch,reward,avg_delay_ms,type,loss
1,2,-0.31295966454386637,43.81450143207338,training,
1,3,-0.31211678559484357,43.73371567967024,training,
1,4,-0.26890590162699773,39.72859791174439,training,
1,5,-0.26439145211424475,39.85119989667608,training,
1,6,-0.26035234993462564,40.92141703240671,training,
1,7,-0.2499889495061216,39.96577092762988,training,
1,8,-0.21948717669789772,38.05153298428523,training,
1,9,-0.24241668329221397,39.31371950822257,training,
1,10,-0.22502156944896562,38.68930516451881,training,
1,11,-0.23937916385375693,39.391684012869,training,
1,12,-0.18899568879548947,36.38394884128375,training,
1,13,-0.1881916232862739,36.114018104063035,training,
1,14,-0.1909400318741293,36.54082683261737,training,
1,15,-0.17231900157864496,35.38640696936463,training,
1,16,-0.15108301666217164,34.050134142461424,training,
1,17,-0.17913887882409485,36.02883043016273,training,
1,18,-0.15703756902263835,34.44549256353275,training,
1,19,-0.15202641975688774,33.6611880655852,training,
1,20,-0.14126102421880263,33.32399198803135,training,
1,21,-0.14843593626714635,33.59182498155165,training,
1,22,-0.1306366824321467,32.01237590382621,training,
1,23,-0.14715305719019978,33.508287340410774,training,
1,24,-0.13547724721814006,32.68157287912193,training,
1,25,-0.13617897410064456,32.96443483837721,training,
1,26,-0.12536214702713996,32.2146609639439,training,
1,27,-0.13818967444858132,33.34514804090802,training,
1,28,-0.12218253164173758,31.90578873114988,training,
1,29,-0.1104866377164338,31.148371516714317,training,
1,30,-0.12403890836413672,32.07402193190903,training,
1,31,-0.1278729619297953,32.33012877901991,training,
1,32,-0.13475911810321803,32.51052458461058,training,
1,33,-0.1042636093591935,30.339929666980353,training,
1,34,-0.11102690328160693,31.091040015724705,training,
1,35,-0.11407737683443325,31.423756958892362,training,
1,36,-0.11163247156277602,31.16394900178052,training,
1,37,-0.11171028801500756,31.306209573331394,training,
1,38,-0.10428898282082477,31.024842167466534,training,
1,39,-0.10773211365466459,31.260317872737673,training,
2,0,-0.36351205410668425,46.51677842232221,training,
2,1,-0.3895260601845137,47.95751962324546,training,
2,2,-0.3145642648309216,43.51522545383913,training,
2,3,-0.31935452223049854,43.47430940865594,training,
2,4,-0.2967412308792036,42.16866299768455,training,
2,5,-0.2671309069753026,40.37431180196716,training,
2,6,-0.24294719479862403,38.739967318870775,training,
2,7,-0.24177564234566687,39.16970116105855,training,
2,8,-0.23924297335137137,39.47006080611845,training,
2,9,-0.25841323806260186,40.19174566905727,training,
2,10,-0.2207640430713475,37.89629237649294,training,
2,11,-0.22621837989882107,38.282979505647404,training,
2,12,-0.2037613532410648,36.68794428979211,training,
2,13,-0.2065707685020114,37.2370540153757,training,
2,14,-0.1805622871746754,35.60761700942984,training,
2,15,-0.17136864900614984,34.76148211743344,training,
2,16,-0.1805874129637497,35.37808518331783,training,
2,17,-0.1789902444172719,34.87858547353456,training,
2,18,-0.16127028975162164,34.510971926406135,training,
2,19,-0.1760868961263585,35.85970588879704,training,
2,20,-0.15904146013881507,34.48561830054048,training,
2,21,-0.14611891540589111,33.15676465256488,training,
2,22,-0.16387231676803016,34.299166868584976,training,
2,23,-0.13991155883699724,33.22018494369748,training,
2,24,-0.14445051547070395,32.691982664307126,training,
2,25,-0.15285657323100116,33.93003191411131,training,
2,26,-0.1371390771461814,32.67346697897759,training,
2,27,-0.1400692868305687,32.9025376198613,training,
2,28,-0.11942326890375624,32.04087264742949,training,
2,29,-0.1397751267163597,33.00269264740263,training,
2,30,-0.11641109968650884,31.520362327247188,training,
2,31,-0.1302456593025783,32.26622266058964,training,
2,32,-0.12453065161907909,31.99288325294133,training,
2,33,-0.12627875427503965,32.55005216404253,training,
2,34,-0.11482713175125846,31.430243656360933,training,
2,35,-0.11597334911511485,31.574161097597226,training,
2,36,-0.10935790598157384,31.09043721846808,training,
2,37,-0.11665698785281685,31.720078179180017,training,
2,38,-0.1266090838897927,32.508363935432044,training,
2,39,-0.1186493261858136,31.72594301284496,training,
0,0,,,training_loss,0.05133548488672183
0,1,,,training_loss,0.022260942714917763
0,2,,,training_loss,0.013602578151581488
0,3,,,training_loss,0.01723097124953283
0,4,,,training_loss,0.006768333932270552
0,5,,,training_loss,0.007288189961762124
0,6,,,training_loss,0.006293435935791945
0,7,,,training_loss,0.006635084512143168
0,8,,,training_loss,0.0073944034039762395
0,9,,,training_loss,0.006220651904110336
0,10,,,training_loss,0.00632820869910447
0,11,,,training_loss,0.0059926842483903064
0,12,,,training_loss,0.00563572545408441
0,13,,,training_loss,0.0054811032090514
0,14,,,training_loss,0.0054761103777245185
0,15,,,training_loss,0.005208696531775047
0,16,,,training_loss,0.004876569169305624
0,17,,,training_loss,0.005220285839235536
0,18,,,training_loss,0.005083746561490807
0,19,,,training_loss,0.004655216814348792
0,20,,,training_loss,0.004659375750581634
0,21,,,training_loss,0.004806624155194607
0,22,,,training_loss,0.0044878780404301166
0,23,,,training_loss,0.0047103337010682405
0,24,,,training_loss,0.004349867617917478
0,25,,,training_loss,0.004442011602734521
0,26,,,training_loss,0.004471928259221049
0,27,,,training_loss,0.003936656865884897
0,28,,,training_loss,0.0042535852880894835
0,29,,,training_loss,0.004209094101285323
0,30,,,training_loss,0.004180405629159168
0,31,,,training_loss,0.004064015401565641
0,32,,,training_loss,0.003791881323162219
0,33,,,training_loss,0.003959248781440123
0,34,,,training_loss,0.004111071048892347
0,35,,,training_loss,0.003917657649884243
0,36,,,training_loss,0.003576474353430148
0,37,,,training_loss,0.003906526192408569
0,38,,,training_loss,0.003937786886123397
0,39,,,training_loss,0.003827140805120013
1,0,,,training_loss,0.022886296219174772
1,1,,,training_loss,0.00845457882462546
1,2,,,training_loss,0.007090340285872461
1,3,,,training_loss,0.006375283021198464
1,4,,,training_loss,0.006092507955262528
1,5,,,training_loss,0.006117940757068496
1,6,,,training_loss,0.006037873841673674
1,7,,,training_loss,0.005907992059312109
1,8,,,training_loss,0.005553145549301562
1,9,,,training_loss,0.005527447553344878
1,10,,,training_loss,0.005338215473337471
1,11,,,training_loss,0.005455878320734237
1,12,,,training_loss,0.005017122244459534
1,13,,,training_loss,0.0052629373976284186
1,14,,,training_loss,0.005278071725262252
1,15,,,training_loss,0.004902001049866217
1,16,,,training_loss,0.004693223022842053
1,17,,,training_loss,0.004239096623776749
1,18,,,training_loss,0.004538946135332035
1,19,,,training_loss,0.004194396215155614
1,20,,,training_loss,0.0043261032006606335
1,21,,,training_loss,0.0040849827912744635
1,22,,,training_loss,0.003971272728442238
1,23,,,training_loss,0.004064546149373218
1,24,,,training_loss,0.004204489782979203
1,25,,,training_loss,0.003764678080264747
1,26,,,training_loss,0.003926518869553968
1,27,,,training_loss,0.00362062508644985
1,28,,,training_loss,0.0036950529326038855
1,29,,,training_loss,0.00350546590244492
1,30,,,training_loss,0.003511130777900155
1,31,,,training_loss,0.003574773902042897
1,32,,,training_loss,0.003956545162789761
1,33,,,training_loss,0.0037710817660416983
1,34,,,training_loss,0.003805565034174822
1,35,,,training_loss,0.003731678689130873
1,36,,,training_loss,0.0036340390796711555
1,37,,,training_loss,0.0037115667946257193
1,38,,,training_loss,0.0037018029608350497
1,39,,,training_loss,0.0031381790439358862
2,0,,,training_loss,0.03328681525089977
2,1,,,training_loss,0.011051139916352778
2,2,,,training_loss,0.00877617931929933
2,3,,,training_loss,0.007383684636332151
2,4,,,training_loss,0.00773719327277281
2,5,,,training_loss,0.00642496738453778
2,6,,,training_loss,0.007064434945859943
2,7,,,training_loss,0.007036264788448605
2,8,,,training_loss,0.00599602478225143
2,9,,,training_loss,0.0056575794426796345
2,10,,,training_loss,0.005974229363343288
2,11,,,training_loss,0.005759021120510291
2,12,,,training_loss,0.005225247675784331
2,13,,,training_loss,0.0050038708678967715
2,14,,,training_loss,0.005135317770103331
2,15,,,training_loss,0.004835328977627464
2,16,,,training_loss,0.004735715755131726
2,17,,,training_loss,0.004588605015339073
2,18,,,training_loss,0.004471715411687654
2,19,,,training_loss,0.004610188360883887
2,20,,,training_loss,0.004343500861231892
2,21,,,training_loss,0.004177273194344559
2,22,,,training_loss,0.004540578585628544
2,23,,,training_loss,0.004840372261119016
2,24,,,training_loss,0.004022130010553119
2,25,,,training_loss,0.004078639227852718
2,26,,,training_loss,0.0042627589210892545
2,27,,,training_loss,0.0040730286631894055
2,28,,,training_loss,0.00436587510084932
2,29,,,training_loss,0.0036807185938672574
2,30,,,training_loss,0.004085517537985712
2,31,,,training_loss,0.004231173107687309
2,32,,,training_loss,0.0041391675730923765
2,33,,,training_loss,0.003695288781261264
2,34,,,training_loss,0.0036358307537716875
2,35,,,training_loss,0.003784508165966899
2,36,,,training_loss,0.003863569951153357
2,37,,,training_loss,0.003594326177283338
2,38,,,training_loss,0.003998453331288979
2,39,,,training_loss,0.0033831026399985392
