task_id,algorithm,action_id,action,digital_twin_orchestration,reference_action,priority_score,high_priority,dependency_count,dependency_met,deadline_ms,exec_delay_ms,exec_energy_kj,exec_cpu_util,bandwidth_utilization,deadline_met,compute_energy_kj,comm_energy_kj,data_in_mb,data_out_mb,cpu_cores,memory_quota,priority_qos,failure_probability,queue_wait_ms,original_action_id,original_action,reorchestrated,dt_recovered,dt_recovery_time_ms,trust_threshold,dt_timeliness,dt_reliability,dt_availability,dtt_score,trust_violation,dt_original_predicted_dtt,dt_selected_predicted_dtt,horizon_ms,edge_utilisation_mean,edge_utilisation_max,edge_rho_mean,edge_rho_max,cloud_utilisation,terminal_utilisation_mean
0,Greedy,0,terminal,0,0,0.3,0,0,1,36.0542215105769,39.93681796689364,0.058102602212967466,0.540703544103421,0.48020129205989326,0,0.058102602212967466,0.0,1.2597496318817138,0.8818247423171997,,,0,0.155,0.0,0,terminal,0,0,0.0,0.8,0.9027815270727054,0.845,1.0,0.7628503903764361,1,,,134551.0,0.060864,0.182591,0.083035,0.249104,0.000743,0.14185
1,Greedy,0,terminal,0,0,0.3,0,0,1,36.0729218836755,50.84242182405231,0.05779747186294786,0.5406808491323429,0.47913990952367086,0,0.05779747186294786,0.0,1.1358982467651366,0.7951287727355956,,,0,0.155,6.132930531926507,0,terminal,0,0,0.0,0.8,0.7095043978925937,0.845,1.0,0.5995312162192417,1,,,134551.0,0.060864,0.182591,0.083035,0.249104,0.000743,0.14185
2,Greedy,0,terminal,0,0,0.3,0,0,1,36.14925695353124,58.48100086051525,0.05825165459243101,0.5408624089009677,0.4805350409896154,0,0.05825165459243101,0.0,1.298694372177124,0.9090860605239868,,,0,0.155,13.010535017512305,0,terminal,0,0,0.0,0.8,0.6181367695767023,0.845,1.0,0.5223255702923134,1,,,134551.0,0.060864,0.182591,0.083035,0.249104,0.000743,0.14185
3,Greedy,0,terminal,0,0,0.3,0,0,1,35.22968697102192,52.61412843602773,0.056116077057932,0.5405673742769525,0.47327677164642373,0,0.056116077057932,0.0,0.4517361068725586,0.316215274810791,,,0,0.155,13.768454147043427,0,terminal,0,0,0.0,0.8,0.6695860602130255,0.845,1.0,0.5658002208800065,1,,,134551.0,0.060864,0.182591,0.083035,0.249104,0.000743,0.14185
4,Greedy,0,terminal,0,0,0.3,0,0,1,35.73685205184709,51.9293268480524,0.05691203462034353,0.540703544103421,0.4759492649433792,0,0.05691203462034353,0.0,0.7635859680175782,0.5345101776123047,,,0,0.155,12.9520707221575,0,terminal,0,0,0.0,0.8,0.6881824629927278,0.845,1.0,0.581514181228855,1,,,134551.0,0.060864,0.182591,0.083035,0.249104,0.000743,0.14185
5,Greedy,0,terminal,0,0,0.3,0,0,1,35.99499748691157,56.7214496142832,0.05849494333177156,0.5410666636406706,0.48114861091977457,0,0.05849494333177156,0.0,1.3702910709381104,0.9592037496566772,,,0,0.155,12.495709253989501,0,terminal,0,0,0.0,0.8,0.6345923408460908,0.845,1.0,0.5362305280149468,1,,,134551.0,0.060864,0.182591,0.083035,0.249104,0.000743,0.14185
6,Greedy,0,terminal,0,0,0.3,0,0,1,36.39844738560006,55.711901939360814,0.059052714380837895,0.540453899421562,0.48390660565461147,0,0.059052714380837895,0.0,1.6921179866790772,1.184482590675354,,,0,0.155,12.801956578111916,0,terminal,0,0,0.0,0.8,0.6533334192255303,0.845,1.0,0.5520667392455731,1,,,134551.0,0.060864,0.182591,0.083035,0.249104,0.000743,0.14185
7,Greedy,0,terminal,0,0,0.3,0,0,1,36.09107250072428,58.640132068717705,0.058654161793165974,0.540703544103421,0.48217114770345937,0,0.058654161793165974,0.0,1.4896095943450929,1.042726716041565,,,0,0.155,12.890642398961436,0,terminal,0,0,0.0,0.8,0.6154671080622873,0.845,1.0,0.5200697063126328,1,,,134551.0,0.060864,0.182591,0.083035,0.249104,0.000743,0.14185
8,Greedy,0,terminal,0,0,0.3,0,0,1,36.031704857811725,53.93543594983744,0.058579745346043474,0.5409077988431239,0.4816500562533933,0,0.058579745346043474,0.0,1.4288040924072265,1.0001628646850584,,,0,0.155,13.210087890961846,0,terminal,0,0,0.0,0.8,0.6680525376919721,0.845,1.0,0.5645043943497164,1,,,134551.0,0.060864,0.182591,0.083035,0.249104,0.000743,0.14185
9,Greedy,0,terminal,0,0,0.3,0,0,1,36.009942555216526,54.833906065887916,0.05769102744282375,0.5405900692480305,0.47887322573576097,0,0.05769102744282375,0.0,1.1047792530059815,0.773345477104187,,,0,0.155,13.280811572163019,0,terminal,0,0,0.0,0.8,0.656709418292166,0.845,1.0,0.5549194584568803,1,,,134551.0,0.060864,0.182591,0.083035,0.249104,0.000743,0.14185
10,Greedy,1,edge_1,0,0,0.3,0,0,1,35.4750542876774,19.668257317708413,0.02916365810789423,0.7499744397888233,0.7417354305387689,1,0.028195407672667892,0.0009682504352263375,0.6399539947509766,0.44796779632568356,,,0,0.155,0.0,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134551.0,0.060864,0.182591,0.083035,0.249104,0.000743,0.14185
11,Greedy,1,edge_1,0,0,0.3,0,0,1,36.43278484372693,18.46915119485484,0.03100148297500266,0.7435744579448001,0.7669391634303117,0,0.028968992437534136,0.002032490537468521,1.865367202758789,1.3057570419311524,,,0,0.155,1.3799377202674061,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,,,134551.0,0.060864,0.182591,0.083035,0.249104,0.000743,0.14185
12,Greedy,1,edge_1,0,0,0.3,0,0,1,35.65762109945663,23.12228237971762,0.028633853194902085,0.747795722565326,0.7429071687822297,1,0.027964871948903177,0.0006689812459989082,0.6969242668151856,0.4878469867706299,,,0,0.155,2.566286806149825,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134551.0,0.060864,0.182591,0.083035,0.249104,0.000743,0.14185
13,Greedy,1,edge_1,0,0,0.3,0,0,1,35.84989011391578,28.362359594493554,0.031390372307850425,0.7489531660903089,0.7601327300998818,1,0.029277213869452555,0.002113158438397868,1.5344363307952882,1.0741054315567016,,,0,0.155,4.511764452799641,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134551.0,0.060864,0.182591,0.083035,0.249104,0.000743,0.14185
14,Greedy,1,edge_1,0,0,0.3,0,0,1,35.35340036530016,24.0530918466352,0.02856762342788485,0.7471148734329831,0.7407244418963729,1,0.02772290319609747,0.000844720231787376,0.5907994174957275,0.4135595922470092,,,0,0.155,7.52573471910567,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134551.0,0.060864,0.182591,0.083035,0.249104,0.000743,0.14185
15,Greedy,1,edge_1,0,0,0.3,0,1,0,35.96725785322477,39.77231704442683,0.031409342681559226,0.7523574117520234,0.7587433177506383,0,0.029666854514912536,0.001742488166646693,1.466882677078247,1.0268178739547729,,,0,0.155,9.434709304516948,1,edge_1,0,0,0.0,0.8,0.9043289535545115,0.845,1.0,0.7641579657535622,1,,,134551.0,0.060864,0.182591,0.083035,0.249104,0.000743,0.14185
16,Greedy,1,edge_1,0,0,0.3,0,0,1,35.36346110252257,30.711114093958088,0.029441574267920684,0.7474893404557718,0.7482737069331219,1,0.028279237026775792,0.0011623372411448923,0.9578469944000244,0.670492896080017,,,0,0.155,13.34193590809152,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134551.0,0.060864,0.182591,0.083035,0.249104,0.000743,0.14185
17,Greedy,1,edge_1,0,0,0.3,0,0,1,36.50324041042136,37.416161869392006,0.03247824022472269,0.7509957134873376,0.7666512881955705,0,0.030001145290410862,0.0024770949343118276,1.851370620727539,1.2959594345092773,,,0,0.155,15.185067382158165,1,edge_1,0,0,0.0,0.8,0.9756008790490761,0.845,1.0,0.8243827427964693,1,,,134551.0,0.060864,0.182591,0.083035,0.249104,0.000743,0.14185
18,Greedy,1,edge_1,0,0,0.3,0,0,1,35.59852967913749,38.06070976946165,0.02954044562359218,0.7484084867844346,0.7492503352710573,0,0.028474557979198734,0.0010658876443934465,1.0053309631347656,0.7037316741943358,,,0,0.155,15.896481492510933,1,edge_1,0,0,0.0,0.8,0.9353091388668817,0.845,1.0,0.790336222342515,1,,,134551.0,0.060864,0.182591,0.083035,0.249104,0.000743,0.14185
19,Greedy,1,edge_1,0,0,0.3,0,0,1,35.525930956250924,36.30975353280954,0.029344929999060874,0.7477616801087089,0.7504324877607907,0,0.028461737199453142,0.0008831927996077311,1.0628075790405274,0.7439653053283691,,,0,0.155,16.451577163421046,1,edge_1,0,0,0.0,0.8,0.9784128918459788,0.845,1.0,0.8267588936098521,1,,,134551.0,0.060864,0.182591,0.083035,0.249104,0.000743,0.14185
