task_id,algorithm,action_id,action,digital_twin_orchestration,reference_action,priority_score,high_priority,dependency_count,dependency_met,deadline_ms,exec_delay_ms,exec_energy_kj,exec_cpu_util,bandwidth_utilization,deadline_met,compute_energy_kj,comm_energy_kj,data_in_mb,data_out_mb,cpu_cores,memory_quota,priority_qos,failure_probability,queue_wait_ms,original_action_id,original_action,reorchestrated,dt_recovered,dt_recovery_time_ms,trust_threshold,dt_timeliness,dt_reliability,dt_availability,dtt_score,trust_violation,dt_original_predicted_dtt,dt_selected_predicted_dtt,horizon_ms,edge_utilisation_mean,edge_utilisation_max,edge_rho_mean,edge_rho_max,cloud_utilisation,terminal_utilisation_mean,fuzzy_pred_action,task_count,avg_delay_ms,avg_queue_wait_ms,avg_energy_kj,success_rate,advanced_task_priority_rate,high_priority_completion_rate,dependency_aware_success_rate,fuzzy_rule_consistency,fuzzy_accuracy,edge_hourly_energy_kj,edge_cpu_utilization,edge_bandwidth_utilization,edge_cpu_bw_utilization,avg_dtt_score,trust_violation_rate,high_priority_trusted_completion_rate,reorchestration_count,reorchestration_rate,dt_recovered_count,dt_recovered_rate,avg_recovery_time_ms
1600,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,36.87367076096886,38.166364217018625,0.030930506006299135,0.7406808491323429,0.7745510655665809,0,0.029066524664853974,0.0018639813414451601,2.2354602146148683,1.5648221502304078,,,0,0.155,10.106421846400163,1,edge_1,0,0,0.0,0.8,0.9661300340608984,0.845,1.0,0.8163798787814591,1,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
1601,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,36.97124384349587,30.303288861920805,0.031189915290520683,0.7407489340455772,0.7770654330599057,1,0.029243794527117152,0.0019461207634035311,2.3577095317840575,1.6503966722488401,,,0,0.155,10.68830713062174,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
1602,FedDQL-Federated,2,edge_2,0,0,0.3,0,0,1,35.91052105093869,25.569681409336493,0.03474230079232728,0.7412255284382172,0.7446436832482769,1,0.033937327598290705,0.0008049731940365686,0.7813541316986083,0.5469478921890258,,,0,0.155,6.5051286675191,2,edge_2,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
1603,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,36.51437199969466,31.27991425274422,0.03010031834950376,0.7412595708948343,0.7633087929569895,1,0.028399025407234164,0.001701292942269596,1.688857479095459,1.182200235366821,,,0,0.155,10.952731153799894,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
1604,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,36.643936341660485,34.219334987274046,0.03224318190929161,0.74071489158896,0.7682514304467168,1,0.028651371671550463,0.0035918102377411475,1.9291700267791747,1.3504190187454221,,,0,0.155,11.090128438523875,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
1605,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,36.92481690587102,32.06186548014986,0.03150002531967777,0.7409872312418971,0.7743274289742991,1,0.02909501969088871,0.002405005628789058,2.224586935043335,1.5572108545303345,,,0,0.155,11.38345064618136,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
1606,FedDQL-Federated,2,edge_2,0,0,0.3,0,0,1,36.12338750110589,26.14031678629246,0.03721035305720413,0.7410893586117486,0.7512443968680221,0,0.03446327365983233,0.002747079397371802,1.1022828483581544,0.771597993850708,,,0,0.155,5.466984635343122,2,edge_2,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
1607,FedDQL-Federated,2,edge_2,0,0,0.3,0,0,1,36.20746492926585,30.520719074028786,0.03611390274312028,0.7411234010683657,0.7539085883600533,1,0.03469131796919421,0.0014225847739260675,1.2318166542053222,0.8622716579437255,,,0,0.155,5.693136224539085,2,edge_2,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
1608,FedDQL-Federated,2,edge_2,0,0,0.3,0,0,1,36.068887795251314,23.900025672255346,0.036160721722763016,0.7410553161551314,0.7493116093427901,1,0.034296179681037035,0.0018645420417259802,1.0083101272583008,0.7058170890808105,,,0,0.155,5.5275596907959414,2,edge_2,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
1609,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,36.64261860172267,30.24782633694617,0.030985359299585548,0.7408170189588115,0.7668647851478401,1,0.02857339669568763,0.002411962603897919,1.8617509078979493,1.3032256355285645,,,0,0.155,10.176824284179423,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
1610,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,36.376394751861554,36.55152757835841,0.0306847578711712,0.7412255284382172,0.7633482101357325,0,0.02839683053779627,0.0022879273333749296,1.6907739543914795,1.1835417680740357,,,0,0.155,10.170026060478877,1,edge_1,0,0,0.0,0.8,0.9952086044524019,0.845,1.0,0.8409512707622796,1,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
1611,FedDQL-Federated,2,edge_2,0,0,0.3,0,0,1,35.55259974114939,28.6148886427178,0.03475742119876263,0.7410553161551314,0.7439033102487236,1,0.03384548808986484,0.0009119331088977907,0.7453569698333741,0.5217498788833618,,,0,0.155,5.7072557099595524,2,edge_2,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
1612,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,36.43822006180947,29.632606006858396,0.030787035430823242,0.7408170189588115,0.7714522194399391,1,0.028879225648494235,0.0019078097823290083,2.0847933673858643,1.459355357170105,,,0,0.155,9.410872634826008,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
1613,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,36.34814648616908,28.128139193420203,0.03000965002125798,0.7409191463286628,0.7640779325314823,1,0.028402074565326056,0.001607575455931925,1.7262532806396484,1.208377296447754,,,0,0.155,9.693161623433472,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
1614,FedDQL-Federated,2,edge_2,0,0,0.3,0,0,1,35.81670532977697,30.140863536897104,0.03661877890945029,0.7409872312418971,0.7503406913993791,1,0.03436987981570088,0.002248899093749412,1.0583444118499756,0.7408410882949829,,,0,0.155,5.337785889307496,2,edge_2,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
1615,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,36.02321072636904,27.228961550027048,0.029461189766894328,0.7412595708948343,0.7521455938084779,1,0.027654812130666725,0.0018063776362276047,1.1460993194580078,0.8022695236206054,,,0,0.155,9.512034852978108,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
1616,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,36.40198756778336,29.503341335266107,0.02967163883749564,0.7410553161551314,0.7587447965053498,1,0.028065822889000277,0.001605815948495361,1.466954574584961,1.0268682022094726,,,0,0.155,9.543327932114819,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
1617,FedDQL-Federated,2,edge_2,0,0,0.3,0,0,1,35.57399074571405,29.56070769244682,0.03431492946011012,0.7406808491323429,0.7414884739905723,1,0.03357793986640008,0.0007369895937100432,0.627946891784668,0.43956282424926757,,,0,0.155,5.405998901556499,2,edge_2,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
1618,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,36.277137695586475,29.006915193133857,0.030761134494818956,0.741634037917623,0.762553486280562,1,0.028401721123700714,0.0023594133711182423,1.6521342372894288,1.1564939661026001,,,0,0.155,9.923476808710724,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
1619,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,36.28931264167606,27.076519419240185,0.029950083693971175,0.7412936133514515,0.7644582012001038,1,0.02848047530479588,0.0014696083891752932,1.7447420597076415,1.221319441795349,,,0,0.155,10.019026954624065,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
1620,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,36.53160404596271,31.280653309534095,0.030385775354666748,0.7412936133514515,0.7672510514133327,1,0.028666665319011145,0.0017191100356556024,1.88053129196167,1.3163719043731688,,,0,0.155,9.959754557838124,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
1621,FedDQL-Federated,2,edge_2,0,0,0.3,0,0,1,36.53531221019879,32.861147532383704,0.03962371818788526,0.7413957407213029,0.7634014770812111,1,0.03553061884283165,0.0040930993450536066,1.6933638095855712,1.1853546667098998,,,0,0.155,5.1485312248478765,2,edge_2,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
1622,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,35.93434542057453,27.7076459957755,0.030424038672180045,0.743302118291863,0.7563014716130239,1,0.028221231532215514,0.0022028071399645298,1.3481593704223633,0.9437115592956543,,,0,0.155,9.484291435485995,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
1623,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,36.14117947178678,30.497417451671698,0.029555274242738922,0.7420085049404115,0.7598116278999455,1,0.028271980059887996,0.0012832941828509264,1.5188242435455321,1.0631769704818723,,,0,0.155,9.32930490760888,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
1624,FedDQL-Federated,2,edge_2,0,0,0.3,0,0,1,36.37146856461161,29.185159835723137,0.03759897969785262,0.7420765898536458,0.7635180313546046,1,0.035660898732800164,0.0019380809650524544,1.6990307140350343,1.1893214998245238,,,0,0.155,5.314773083666537,2,edge_2,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
1625,FedDQL-Federated,2,edge_2,0,0,0.3,0,0,1,35.85929893416764,28.59535460936932,0.03619187166183256,0.7422468021367316,0.753049966962628,1,0.034818701791931875,0.0013731698699006873,1.190070219039917,0.8330491533279419,,,0,0.155,5.028158883961919,2,edge_2,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
1626,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,36.39730006720637,28.45279460588,0.030435388905120576,0.7432680758352459,0.7631516367749873,1,0.02867308652832565,0.001762302376794926,1.6812164974212647,1.1768515481948851,,,0,0.155,9.291991913244157,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
1627,FedDQL-Federated,1,edge_1,0,0,0.3,0,1,1,36.43403243230852,29.174766582117464,0.031649942245494764,0.7422808445933486,0.766995123478614,1,0.028789461215965324,0.0028604810295294403,1.8680879974365234,1.3076615982055664,,,0,0.155,9.412781441637199,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
1628,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,36.49876850052137,31.21127697367008,0.03137828311869499,0.7422127596801144,0.7703354424625826,0,0.02900250378552171,0.0023757793331732795,2.030495328903198,1.4213467302322387,,,0,0.155,9.27422754425115,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
1629,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,36.68822227373703,33.27426514895218,0.031627471226993435,0.7428936088124573,0.7750828503969139,0,0.029415451274892375,0.0022120199521010616,2.2613157558441164,1.5829210290908813,,,0,0.155,9.380279620109475,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
1630,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,36.98155120106437,31.24267906519859,0.03231110861450175,0.7412936133514515,0.7834532779872754,0,0.029746813757273987,0.002564294857227768,2.668288507461548,1.8678019552230833,,,0,0.155,9.571696953183107,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
1631,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,36.44067645593512,30.822847310218215,0.030582117153230826,0.7415659530043887,0.7690924166301091,1,0.02882800445096233,0.001754112702268497,1.9700590324401857,1.37904132270813,,,0,0.155,9.474799094376774,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
1632,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,36.75415858065039,29.560322181563002,0.032129014660009086,0.74166808037424,0.778521803242027,1,0.029471098269152476,0.0026579163908566072,2.4285186958312988,1.6999630870819091,,,0,0.155,9.773543540841414,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
1633,FedDQL-Federated,2,edge_2,0,0,0.3,0,0,1,36.787412700290076,30.1138173678445,0.03929456953125575,0.7415999954610057,0.7766756634069744,0,0.03667297114680097,0.00262159838445478,2.3387588119506835,1.6371311683654783,,,0,0.155,4.538757755755845,2,edge_2,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
1634,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,36.389350354339214,29.143730603073514,0.030292360424426915,0.7414978680911544,0.7669001656145575,1,0.0286722090205507,0.001620151403876215,1.8634711170196534,1.3044297819137574,,,0,0.155,8.93902002062595,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
1635,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,36.83677600796819,38.28529533729872,0.03198812138571468,0.7414638256345372,0.7788588763459119,0,0.029464633721286895,0.002523487664427782,2.444907293319702,1.7114351053237913,,,0,0.155,9.375779056439749,1,edge_1,0,0,0.0,0.8,0.9621651258905312,0.845,1.0,0.8130295313774988,1,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
1636,FedDQL-Federated,2,edge_2,0,0,0.3,0,0,1,36.50023607042417,27.885316177804427,0.038408793687931396,0.7420085049404115,0.7680661159426417,1,0.036027849078418016,0.0023809446095133776,1.920159978866577,1.344111985206604,,,0,0.155,5.021414128570788,2,edge_2,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
1637,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,36.74427182375092,31.265183925217706,0.031882055509157736,0.7417361652874743,0.7731703311674559,1,0.029123978826889264,0.0027580766822684734,2.1683284854888916,1.517829939842224,,,0,0.155,9.389634255531899,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
1638,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,37.122537565096906,28.306848421052187,0.03375647341117793,0.7412595708948343,0.7871505419571515,0,0.029988475340578302,0.003767998070599622,2.8480506134033203,1.9936354293823242,,,0,0.155,9.327128331303479,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
1639,FedDQL-Federated,2,edge_2,0,0,0.3,0,0,1,36.05039358243344,30.417595186707214,0.0361610132304418,0.7420765898536458,0.7533860463841455,1,0.034816566651928574,0.0013444465785132278,1.2064105033874513,0.8444873523712159,,,0,0.155,4.988060657302067,2,edge_2,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
1640,FedDQL-Federated,2,edge_2,0,0,0.3,0,0,1,36.122028629950975,28.841414838345145,0.03727601434681063,0.7407829765021943,0.7640331575884545,1,0.03547474855463478,0.0018012657921758469,1.7240763092041016,1.206853416442871,,,0,0.155,5.192856284829174,2,edge_2,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
1641,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,36.30803917679405,25.587125788638247,0.029810262177444178,0.7404425519360228,0.7632249115325874,1,0.028277688959775733,0.001532573217668445,1.6847791385650634,1.1793453969955443,,,0,0.155,9.66609448933924,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
1642,FedDQL-Federated,1,edge_1,0,0,0.3,0,0,1,36.41738010233909,26.76061195520015,0.030696203319915346,0.7405106368492571,0.7714328381223856,1,0.028834529428470475,0.0018616738914448696,2.083851041793823,1.4586957292556761,,,0,0.155,9.616497686349817,1,edge_1,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
1643,FedDQL-Federated,2,edge_2,0,0,0.3,0,0,1,36.364886687477295,32.728124719624624,0.03996955071279411,0.7406808491323429,0.7685326502064463,1,0.03583162121772292,0.004137929495071192,1.942843017578125,1.3599901123046874,,,0,0.155,5.0019123701969646,2,edge_2,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,134978.1021,0.160755,0.302488,0.169404,0.329532,0.0,0.005212,0,3000,30.7692,8.1009,0.032833,0.7787,99.2366,99.2366,95.6989,98.1,98.1,60.4881,74.3691,76.3276,75.3483,0.8414,22.1333,99.2366,0,0.0,0,0.0,0.0
