task_id,algorithm,action_id,action,digital_twin_orchestration,reference_action,priority_score,high_priority,dependency_count,dependency_met,deadline_ms,exec_delay_ms,exec_energy_kj,exec_cpu_util,bandwidth_utilization,deadline_met,compute_energy_kj,comm_energy_kj,data_in_mb,data_out_mb,cpu_cores,memory_quota,priority_qos,failure_probability,original_action_id,original_action,reorchestrated,dt_recovered,dt_recovery_time_ms,trust_threshold,dt_timeliness,dt_reliability,dt_availability,dtt_score,trust_violation,dt_original_predicted_dtt,dt_selected_predicted_dtt,fuzzy_pred_action,task_count,avg_delay_ms,avg_energy_kj,success_rate,advanced_task_priority_rate,high_priority_completion_rate,dependency_aware_success_rate,fuzzy_accuracy,edge_hourly_energy_kj,edge_cpu_utilization,edge_bandwidth_utilization,edge_cpu_bw_utilization,avg_dtt_score,trust_violation_rate,high_priority_trusted_completion_rate,reorchestration_count,reorchestration_rate,dt_recovered_count,dt_recovered_rate,avg_recovery_time_ms
856,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.069982699078814,25.60374112749728,0.037285786689736825,0.7802722261780818,0.7577236533157444,1,0.03355347559627788,0.0037323110934589466,1.4173062801361085,0.9921143960952759,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
857,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.21965409375489,29.072570791726353,0.037595102146516915,0.7836424293831791,0.7649041870697488,1,0.03450962330060029,0.0030854788459166245,1.7664260292053222,1.2364982204437254,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
858,DT-FedDQL,1,edge,1,0,0.3,0,1,1,36.65093448704027,23.733778109708464,0.0334273026984909,0.7511999682270405,0.7758359882723275,0,0.0306423947169859,0.0027849079815050006,2.2979335498809816,1.6085534849166871,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
859,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.35833138009703,25.754752908135554,0.03697234511919009,0.7846637030816934,0.765813668684929,1,0.034714935848901826,0.0022574092702882676,1.8106453037261963,1.2674517126083373,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
860,DT-FedDQL,1,edge,1,0,0.3,0,0,1,37.05853963648415,27.56482371199662,0.033541720429706254,0.7462638120175545,0.7861981227109721,1,0.030633914883218368,0.0029078055464878843,2.8017436981201174,1.9612205886840821,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
861,DT-FedDQL,1,edge,1,0,0.3,0,1,1,36.142103134704584,24.5201433729486,0.030341779266779896,0.746127642191086,0.7591095450165842,1,0.028808718978176127,0.0015330602886037693,1.4846887588500977,1.0392821311950684,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
862,DT-FedDQL,1,edge,1,0,0.3,0,0,1,35.909857069536265,20.63061445405945,0.030959267400922582,0.7462638120175545,0.7567247759863093,1,0.028669025101574177,0.0022902422993484064,1.3687405586242676,0.9581183910369873,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
863,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.12899840887727,26.728611775839877,0.03218062345384746,0.7430297786389258,0.7594679236433176,1,0.028393746883402335,0.003786876570445126,1.5021132373809813,1.051479266166687,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
864,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.67765060435226,26.573129094061322,0.04182106765851113,0.7464680667572574,0.7772484016419291,1,0.03006620290007341,0.011754864758437723,2.366605520248413,1.656623864173889,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
865,DT-FedDQL,1,edge,1,0,0.3,0,1,1,37.24605360400882,22.966320219605546,0.0333432359881998,0.7433361607484802,0.7873821584112087,1,0.03029810000011527,0.0030451359880845257,2.859311876296997,2.0015183134078978,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
866,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.62797217788408,20.43540226885028,0.03188182556332405,0.7438808400543544,0.7742332804141211,1,0.029498671035308288,0.002383154528015761,2.22000940322876,1.5540065822601319,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
867,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.27920259862894,22.668971759970336,0.03205036074381308,0.7485106141542861,0.7667098136547854,1,0.029652991248842894,0.0023973694949701832,1.8542161464691163,1.2979513025283813,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
868,DT-FedDQL,1,edge,1,0,0.3,0,1,1,35.96399187426375,23.539602845695946,0.02990199660687987,0.7444255193602287,0.7577481150452599,1,0.028476822912383064,0.001425173694496804,1.4184956169128418,0.9929469318389892,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
869,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.2785277901019,20.738062461090863,0.030625195194728,0.7436425428580344,0.7651833333560661,1,0.028861582461959287,0.0017636127327687115,1.779998207092285,1.2459987449645995,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
870,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.31361818789536,25.164566043330176,0.031284418419930515,0.7408170189588115,0.7698140748207319,1,0.028770016007213756,0.0025144024127167607,2.00514627456665,1.403602392196655,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
871,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.17082311525562,20.293530227452337,0.030220536719334074,0.7408170189588115,0.7653295615819419,1,0.02847104845796108,0.0017494882613729923,1.78710786819458,1.250975507736206,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
872,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.353447528647926,18.42416941039921,0.031298987525348855,0.7409872312418971,0.7697647286642078,1,0.02879083967021595,0.002508147855132907,2.0027470493316653,1.4019229345321655,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
873,DT-FedDQL,1,edge,1,0,0.3,0,0,1,35.63287026214902,20.509615510531784,0.03229185365921372,0.7413616982646858,0.7491769169336127,0,0.027471368383071324,0.004820485276142398,1.0017613410949706,0.7012329387664794,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
874,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.12585251925284,20.275878272344716,0.037607217292011524,0.74047659439264,0.7592125068685376,1,0.028015017996859837,0.00959219929515169,1.4896947956085205,1.0427863569259643,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
875,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.12780387974565,17.301403478877322,0.03048602113350242,0.7407489340455772,0.7636804786107998,0,0.028351464230510083,0.0021345569029923355,1.706928949356079,1.1948502645492554,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
876,DT-FedDQL,1,edge,1,0,0.3,0,0,1,35.75033606940195,21.692221951306518,0.03195342860604242,0.7410553161551314,0.7550775105163153,1,0.02782133715639798,0.004132091449644441,1.2886500072479248,0.9020550050735473,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
877,DT-FedDQL,1,edge,1,0,0.3,0,0,1,35.96934827899322,22.652044816622947,0.033479420831133595,0.7406127642191086,0.7546892835621245,1,0.027732760501848683,0.005746660329284911,1.2697742938995362,0.8888420057296753,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
878,DT-FedDQL,1,edge,1,0,0.3,0,1,1,36.20501912622365,23.739349933987768,0.029294641219032514,0.7409191463286628,0.7592402819187302,0,0.02807956452447592,0.001215076694556594,1.4910452270507812,1.0437316589355468,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
879,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.342714988239415,19.16279149912067,0.03129790966977698,0.7405787217624914,0.7697955069261507,1,0.02873501937809634,0.0025628902916806457,2.0042434978485106,1.4029704484939574,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
880,DT-FedDQL,1,edge,1,0,0.3,0,0,1,35.93054485628843,17.592119999156058,0.029233790871208074,0.7406127642191086,0.7558896583348458,1,0.027812785486696773,0.0014210053845112997,1.3281368827819824,0.9296958179473876,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
881,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.51904082584972,22.884532274829784,0.030566177830133517,0.7406468066757257,0.7685612414256738,1,0.02866238037410607,0.0019037974560274472,1.9442331314086914,1.3609631919860838,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
882,DT-FedDQL,1,edge,1,0,0.3,0,0,1,35.95125987192321,18.662003267126224,0.02889437017902609,0.74095318878528,0.7535318672120194,1,0.027703826225382634,0.0011905439536434575,1.2135003566741944,0.849450249671936,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
883,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.12346092201968,20.8384781284276,0.03129660056579642,0.7406127642191086,0.7665198457514831,1,0.028521464647805923,0.0027751359179904937,1.8449798488616944,1.291485894203186,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
884,DT-FedDQL,1,edge,1,0,0.3,0,0,1,35.81026789927738,16.646117453094284,0.030856432237137296,0.74071489158896,0.7538930285809058,0,0.027694144880496388,0.003162287356640906,1.2310601329803468,0.8617420930862427,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
885,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.69152784304797,26.311545328371633,0.03240076813250775,0.7406468066757257,0.7801800115753443,1,0.029436965050750774,0.0029638030817569737,2.5091412925720213,1.7563989048004147,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
886,DT-FedDQL,1,edge,1,0,0.3,0,0,1,35.61764776888142,17.951263159548034,0.02809425197678866,0.7403404245661714,0.7473942176175387,0,0.027207841321376863,0.0008864106554117974,0.9150859546661377,0.6405601682662964,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
887,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.11426799033919,26.501969223396845,0.029834911126086366,0.7405446793058743,0.764519267355668,1,0.028378447392043392,0.0014564637340429745,1.7477111148834228,1.223397780418396,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
888,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.56069277350292,18.35272161217118,0.032751006099194645,0.7411574435249829,0.775101477920283,1,0.02917073636072478,0.0035802697384698648,2.262221431732178,1.5835550022125244,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
889,DT-FedDQL,1,edge,1,0,0.3,0,1,1,36.9476139029787,27.905494163833026,0.03250690874218251,0.7405787217624914,0.7832659213933606,1,0.029633047009243664,0.0028738617329388456,2.659179172515869,1.8614254207611083,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
890,DT-FedDQL,1,edge,1,0,0.3,0,0,1,35.993460961429825,26.543547432994703,0.03009873010844645,0.7405446793058743,0.7538878956014597,1,0.027669689275096176,0.0024290408333502763,1.2308105659484863,0.8615673961639403,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
891,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.03829794628171,20.37710390626922,0.029051715960238658,0.7406468066757257,0.755455393837272,1,0.02778865720154595,0.0012630587586927066,1.3070228099822998,0.9149159669876098,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
892,DT-FedDQL,1,edge,1,0,0.3,0,0,1,35.820986851183164,20.005389951554886,0.029592765792722443,0.7406468066757257,0.7562256810697853,0,0.027840009683713498,0.0017527561090089456,1.3444744110107423,0.9411320877075195,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
893,DT-FedDQL,1,edge,1,0,0.3,0,1,1,36.37291606357524,18.394737707555432,0.03104680672659698,0.7406468066757257,0.7654485649508821,1,0.028454868609119954,0.0025919381174770257,1.7928938484191894,1.2550256938934325,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
894,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.46978013863905,15.553183879003292,0.030209688730109777,0.7403404245661714,0.7678093792924865,1,0.02856885209970672,0.0016408366304030576,1.9076773643493652,1.3353741550445555,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
895,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.49543351024696,22.971599273749717,0.03407702840499684,0.74071489158896,0.7726912540665672,1,0.028947359912873817,0.005129668492123016,2.1450356101989745,1.501524927139282,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
896,DT-FedDQL,1,edge,1,0,0.3,0,0,1,35.92732041520546,19.039572008647585,0.029785214484083264,0.7404425519360228,0.7619699626885887,1,0.028194025703509155,0.0015911887805741074,1.6237631416320801,1.136634199142456,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
897,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.61449204539206,22.945527382901677,0.048970269440283216,0.7402723396529372,0.7812852880425218,1,0.029457600653667555,0.019512668786615662,2.5628801727294923,1.7940161209106444,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
898,DT-FedDQL,1,edge,1,0,0.3,0,0,1,35.069294809945944,19.02547090163793,0.02710165517996842,0.7405106368492571,0.7368548224841371,1,0.026529328385920578,0.0005723267940478431,0.4026573371887207,0.28186013603210447,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
899,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.609004220995395,23.513061318773634,0.033415092309310605,0.7406468066757257,0.7701219988623864,0,0.028766430869886908,0.004648661439423699,2.020117635726929,1.41408234500885,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
900,DT-FedDQL,1,edge,1,0,0.3,0,0,1,35.68645846768588,20.971537100967318,0.033827551925769625,0.7407489340455772,0.7491517955606306,1,0.02738288536049881,0.0064446665652708145,1.0005399322509765,0.7003779525756835,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
901,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.20326790086132,20.807071999598282,0.0306132645822409,0.7407829765021943,0.7647890005316788,1,0.02843018837325611,0.0021830762089847895,1.7608256244659424,1.2325779371261596,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
902,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.394310268871386,24.50834157932159,0.030758922687915184,0.7406808491323429,0.7683142780123208,1,0.028650738827903297,0.0021081838600118872,1.932225694656372,1.3525579862594603,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
903,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.431479407512384,20.734283489516656,0.031325690057451644,0.7407829765021943,0.7683250772957996,1,0.028665926824197503,0.002659763233254144,1.932750759124756,1.352925531387329,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
904,DT-FedDQL,1,edge,1,0,0.3,0,0,1,35.741414249743464,20.744156908449604,0.02916522308937869,0.7407489340455772,0.7550373570005001,0,0.027775256123156778,0.0013899669662219125,1.2866977310180665,0.9006884117126465,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
905,DT-FedDQL,1,edge,1,0,0.3,0,0,1,35.66170090870613,15.929910944954006,0.030444265235193353,0.7406468066757257,0.7552341010094215,1,0.027773904346355908,0.002670360888837446,1.296263484954834,0.9073844394683838,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
906,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.13252103454296,20.30785682880944,0.02941715562915275,0.7403744670227885,0.7575669918173054,0,0.027890848949382076,0.001526306679770676,1.4096893501281738,0.9867825450897215,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
907,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.05919012881987,23.148361995691676,0.033958954679626806,0.74095318878528,0.7634414356265815,1,0.028364464119686773,0.005594490559940035,1.6953066062927247,1.1867146244049072,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
908,DT-FedDQL,1,edge,1,0,0.3,0,0,1,35.76403284420976,19.76141212234954,0.029334173226627305,0.7402723396529372,0.7501977356955362,0,0.027385097163868506,0.0019490760627587978,1.05139386177063,0.735975703239441,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
909,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.114387586062755,22.495117734411135,0.030239692814971707,0.7410212736985143,0.7669863851151183,1,0.028610439448297414,0.0016292533666742938,1.8676631355285644,1.307364194869995,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
