task_id,algorithm,action_id,action,digital_twin_orchestration,reference_action,priority_score,high_priority,dependency_count,dependency_met,deadline_ms,exec_delay_ms,exec_energy_kj,exec_cpu_util,bandwidth_utilization,deadline_met,compute_energy_kj,comm_energy_kj,data_in_mb,data_out_mb,cpu_cores,memory_quota,priority_qos,failure_probability,original_action_id,original_action,reorchestrated,dt_recovered,dt_recovery_time_ms,trust_threshold,dt_timeliness,dt_reliability,dt_availability,dtt_score,trust_violation,dt_original_predicted_dtt,dt_selected_predicted_dtt,fuzzy_pred_action,task_count,avg_delay_ms,avg_energy_kj,success_rate,advanced_task_priority_rate,high_priority_completion_rate,dependency_aware_success_rate,fuzzy_accuracy,edge_hourly_energy_kj,edge_cpu_utilization,edge_bandwidth_utilization,edge_cpu_bw_utilization,avg_dtt_score,trust_violation_rate,high_priority_trusted_completion_rate,reorchestration_count,reorchestration_rate,dt_recovered_count,dt_recovered_rate,avg_recovery_time_ms
1681,DT-FedDQL,1,edge,1,0,0.3,0,1,1,36.69534775523049,20.687009121975816,0.03599308600241702,0.7415319105477715,0.7709510887102901,1,0.0289470932416203,0.007045992760796716,2.060428237915039,1.4422997665405273,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1682,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.80381883971461,19.530796030981445,0.03254763366106654,0.7415659530043887,0.7724957679504653,1,0.029054894538986072,0.003492739122080467,2.135531015396118,1.4948717107772824,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1683,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.18093709995241,22.81043549344865,0.03128628669368736,0.7410553161551314,0.7557417967901636,1,0.02786562290798787,0.0034206637856994937,1.3209478092193603,0.9246634664535521,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1684,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.450198903080704,15.590765877784841,0.0312641359277035,0.7415659530043887,0.7613554819483086,1,0.028312208805508964,0.0029519271221945423,1.5938868999481202,1.115720829963684,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1685,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.67240112207433,18.54880756443164,0.03163457202783454,0.7412595708948343,0.7713567398239882,1,0.028935555198367414,0.0026990168294671263,2.0801511192321778,1.4561057834625244,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1686,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.01662047393365,24.968853776681225,0.0319426944127292,0.74166808037424,0.7504013901709965,1,0.02759640406441711,0.004346290348312093,1.0612956047058106,0.7429069232940674,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1687,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.167413125549366,21.990138751535387,0.029690810717420288,0.7407489340455772,0.7543698370417902,1,0.02773075479257611,0.0019600559248441804,1.2542427062988282,0.8779698944091796,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1688,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.648901039182704,18.232621444736207,0.03327740495323249,0.7414978680911544,0.7680897940635788,0,0.028751517583818782,0.004525887369413709,1.9213112163543702,1.344917851448059,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1689,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.12392974830662,24.646307962448443,0.028935496355978432,0.7411234010683657,0.7535938283878447,1,0.02773207037720813,0.0012034259787703006,1.2165129280090332,0.8515590496063232,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1690,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.53072140205485,23.061426622616455,0.031295048105381224,0.7400680849132343,0.773797819417842,1,0.028929499990564322,0.002365548114816901,2.1988371562957765,1.5391860094070435,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1691,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.50860961900132,22.983818634605125,0.03686830256662368,0.7400340424566171,0.7749122973523583,1,0.02899897583817798,0.007869326728445696,2.253023414611816,1.5771163902282712,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1692,DT-FedDQL,1,edge,1,0,0.3,0,0,1,35.448802814608634,15.926829380957278,0.027856862761183578,0.7400680849132343,0.7458180708537072,1,0.027064183419622006,0.0007926793415615711,0.8384532165527344,0.5869172515869141,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1693,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.15200857462964,21.26918923836235,0.029729461949052464,0.7400340424566171,0.7593140462600627,0,0.02795909243202495,0.0017703695170275147,1.4946316719055175,1.0462421703338622,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1694,DT-FedDQL,1,edge,1,0,0.3,0,0,1,35.943412750153534,24.19914534113632,0.028573063704340085,0.7401021273698514,0.7501663966483803,1,0.027358894487287632,0.001214169217052455,1.049870147705078,0.7349091033935545,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1695,DT-FedDQL,1,edge,1,0,0.3,0,0,1,35.94169536876635,19.938349239672135,0.029462594643794235,0.7401021273698514,0.7567769501950193,0,0.027799598057063574,0.0016629965867306612,1.3712772846221923,0.9598940992355346,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1696,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.04876935485721,18.965703888764107,0.02910351704613002,0.7401361698264686,0.7583768517733933,1,0.027911080843642605,0.0011924362024874156,1.4490649890899658,1.014345492362976,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1697,DT-FedDQL,1,edge,1,0,0.3,0,1,1,36.420321714410804,19.84436515658001,0.03611737091653658,0.7401021273698514,0.7700110161538659,1,0.02868186912098668,0.007435501795549897,2.0147216224670412,1.4103051357269287,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1698,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.58146545413471,21.37302110176805,0.030102486593487285,0.7401021273698514,0.768100816170423,1,0.028554522455423823,0.001547964138063463,1.9218471145629883,1.3452929801940918,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1699,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.614407624232115,19.63155071767695,0.030674752386488813,0.7400340424566171,0.7713366129504381,1,0.028760596878049972,0.0019141555084388419,2.0791725444793703,1.455420781135559,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1700,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.17613630271904,26.29156378408691,0.03322166582569906,0.7403404245661714,0.7591176490396188,1,0.027989403416182203,0.005232262409516863,1.485082778930664,1.0395579452514647,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1701,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.16557352011923,18.11348772683307,0.029474850194491403,0.7406127642191086,0.7585419511376205,1,0.02798960500688175,0.0014852451876096523,1.457092170715332,1.0199645195007323,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1702,DT-FedDQL,1,edge,1,0,0.3,0,1,1,35.73597973107994,17.49855740437779,0.029882123054697254,0.7404425519360228,0.7470044458069866,1,0.02719632457806901,0.0026857984766282443,0.8961351299285889,0.6272945909500122,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1703,DT-FedDQL,1,edge,1,0,0.3,0,1,1,36.266155775404016,22.975182465746393,0.03118907238891346,0.7404085094794057,0.763594147502409,1,0.028297482009743073,0.002891590379170384,1.7027315044403075,1.1919120531082152,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1704,DT-FedDQL,1,edge,1,0,0.3,0,0,1,35.872060580331336,16.23229903388731,0.028648434728259987,0.7402723396529372,0.7535357030691804,1,0.027607628322111454,0.001040806406148535,1.2136868572235107,0.8495808000564574,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1705,DT-FedDQL,1,edge,1,0,0.3,0,0,1,35.6948105023599,14.568161650114813,0.030839058313564864,0.7405446793058743,0.7440950632888649,1,0.02701683378758985,0.003822224525975013,0.754680061340332,0.5282760429382324,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1706,DT-FedDQL,1,edge,1,0,0.3,0,1,1,36.59120467335603,16.636649066047173,0.03320675272981538,0.7402723396529372,0.7722962976898218,1,0.02885833463015421,0.00434841809966117,2.1258327102661134,1.4880828971862794,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1707,DT-FedDQL,1,edge,1,0,0.3,0,1,1,35.6876174453556,20.009405622410736,0.02952309447378732,0.7404425519360228,0.7502084025795681,0,0.027409921696241114,0.0021131727775462097,1.0519124889373779,0.7363387422561645,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1708,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.26861374634449,19.42065198115862,0.030931264565679722,0.7405446793058743,0.7652393055655028,1,0.02842644993936571,0.002504814626314012,1.7827195930480957,1.247903715133667,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1709,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.10626910291369,18.392996436445827,0.03011774146777227,0.7404085094794057,0.7611863086040633,1,0.028136959416520033,0.0019807820512522337,1.5856616401672363,1.1099631481170653,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1710,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.27039964802896,24.111184947726414,0.03741675638403445,0.7411914859816,0.768654274888288,1,0.028745745506612536,0.008671010877421918,1.948756446838379,1.3641295127868651,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1711,DT-FedDQL,1,edge,1,0,0.3,0,0,1,35.670926410438156,22.122181186776725,0.028038872902589475,0.7408170189588115,0.7451225024154283,1,0.027123911180193513,0.0009149617223959602,0.8046344661712647,0.5632441263198852,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1712,DT-FedDQL,1,edge,1,0,0.3,0,0,1,35.623088233554924,18.76657887639165,0.02742321139451164,0.7417702077440915,0.7397220645140035,1,0.02689891706467986,0.0005242943298317823,0.5420635223388672,0.379444465637207,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1713,DT-FedDQL,1,edge,1,0,0.3,0,0,1,35.81727498578395,22.218266620626647,0.029019970707685635,0.7414978680911544,0.75294592531963,1,0.0277419263342222,0.0012780443734634376,1.185011682510376,0.8295081777572632,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1714,DT-FedDQL,1,edge,1,0,0.3,0,0,1,35.150234787335634,18.489350576940478,0.026524653713006312,0.7417361652874743,0.7313466851843278,1,0.026335735761347387,0.00018891795165892512,0.13485001564025878,0.09439501094818115,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1715,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.05519644618335,21.93709033923102,0.029308543253441396,0.7413957407213029,0.750236479108205,1,0.027546828542731577,0.0017617147107098197,1.053277578353882,0.7372943048477173,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1716,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.325828553035585,21.66766785531098,0.030699340509016206,0.7408170189588115,0.7587280072747457,1,0.028030944837481333,0.0026683956715348725,1.466138277053833,1.026296793937683,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1717,DT-FedDQL,1,edge,1,0,0.3,0,1,1,36.918073171064485,26.692315896453966,0.03432966106540709,0.7415319105477715,0.7809648472513782,1,0.029614677144359502,0.004714983921047582,2.5473002433776855,1.7831101703643797,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1718,DT-FedDQL,1,edge,1,0,0.3,0,1,1,36.78729247006814,25.517316323782715,0.04676222915383012,0.7415659530043887,0.7774862036019984,1,0.029387590249088283,0.01737463890474184,2.3781675243377687,1.664717267036438,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1719,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.63979876903846,20.288983364643002,0.03075339166919244,0.7411914859816,0.7706962760692826,1,0.02888187891867884,0.001871512750513597,2.0480391693115236,1.4336274185180664,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1720,DT-FedDQL,1,edge,1,0,0.3,0,0,1,35.938184951008104,16.3690471691491,0.03032505905228137,0.7406808491323429,0.7626345941817356,0,0.028272093239197618,0.0020529658130837534,1.6560777282714845,1.159254409790039,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1721,DT-FedDQL,1,edge,1,0,0.3,0,0,1,35.64037711187289,23.35762873600409,0.029838373393419153,0.7404425519360228,0.7513793368151285,1,0.027487983978611803,0.00235038941480735,1.1088436698913575,0.7761905689239502,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1722,DT-FedDQL,1,edge,1,0,0.3,0,0,1,35.79632566196166,20.75694683786503,0.029034498691781024,0.7408170189588115,0.7568035622876998,1,0.02790264850501161,0.0011318501867694127,1.3725711727142333,0.9607998208999633,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1723,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.14486206701486,17.17120253319259,0.02958753582326944,0.7408170189588115,0.7604736041467031,1,0.0281473179622785,0.0014402178609909384,1.5510097312927247,1.0857068119049071,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1724,DT-FedDQL,1,edge,1,0,0.3,0,0,1,35.65122171660786,19.00608140077568,0.03375153310491713,0.7409191463286628,0.7507326830092506,1,0.027512391263843947,0.0062391418410731835,1.0774031639099122,0.7541822147369385,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1725,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.308995743283965,20.129300582053794,0.031782643741075214,0.7406127642191086,0.7710218755351723,1,0.028821599966718542,0.002961043774356673,2.063869915008545,1.4447089405059814,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1726,DT-FedDQL,1,edge,1,0,0.3,0,0,1,35.99260354092174,19.56022853519123,0.031638929381689246,0.7407829765021943,0.7564049448210632,1,0.027871251325881745,0.0037676780558074997,1.353190269470215,0.9472331886291504,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1727,DT-FedDQL,1,edge,1,0,0.3,0,1,1,35.50670901357091,22.401563691213443,0.02957892480124758,0.7407489340455772,0.7559958022849134,1,0.027839152475450994,0.0017397723257965884,1.3332976341247558,0.933308343887329,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1728,DT-FedDQL,1,edge,1,0,0.3,0,0,1,35.242228332382986,22.155009392926605,0.027042637612410672,0.7406127642191086,0.7358185010219388,1,0.02647470833250297,0.0005679292799077021,0.35227107048034667,0.24658974933624264,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1729,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.368519803390406,19.425130638389092,0.03263145648465995,0.7405446793058743,0.7737329387851756,1,0.028992692154010565,0.0036387643306493847,2.1956826400756837,1.5369778480529785,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1730,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.53156121791598,22.1802771810563,0.03223805563236691,0.7409872312418971,0.7659141563344775,1,0.02853413484823393,0.0037039207841329793,1.8155310440063477,1.2708717308044433,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1731,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.26641572925887,20.556411198419596,0.029548592458483125,0.7413957407213029,0.7600680108964669,1,0.02820226399528238,0.0013463284632007455,1.5312896633148194,1.0719027643203736,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1732,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.0008658085197,18.58301930002557,0.028504016122366752,0.7411234010683657,0.7494993099791194,1,0.02745910248329311,0.0010449136390736412,1.0174361896514892,0.7122053327560424,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1733,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.015547211958264,20.089417847131255,0.02932518793976395,0.7411914859816,0.752415423881269,1,0.02766315543947794,0.0016620325002860128,1.1592185401916504,0.8114529781341552,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
1734,DT-FedDQL,1,edge,1,0,0.3,0,0,1,36.49837456660424,22.27764158572448,0.04084424066665174,0.7410893586117486,0.7644303241533003,1,0.028449680746884407,0.012394559919767328,1.7433866691589355,1.2203706684112547,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,0.845,0.845,0,3000,20.947,0.030977,0.8467,100.0,100.0,100.0,98.1,60.504,74.4316,76.3239,75.3777,0.8532,15.3333,100.0,0,0.0,1,0.0333,0.0007
