algorithm,digital_twin_orchestration,time_s,epoch,phase_description,network_latency_ms,processing_time_ms,end_to_end_latency_ms,dtt_score,timeliness,reliability,availability,trust_violation_rate,high_priority_completion_rate,reorchestration_rate,task_count,bandwidth_min_mbps,bandwidth_max_mbps,trust_threshold
No-DT-FedDQL,0,860,R3,without digital-twin recovery,53.4117,46.6105,100.0222,0.2617,0.3709,0.7961,0.88,100.0,100.0,0.0,28,34.0,56.0,0.8
No-DT-FedDQL,0,870,R3,without digital-twin recovery,55.372,51.7162,107.0882,0.2359,0.3387,0.7895,0.88,100.0,100.0,0.0,28,34.0,56.0,0.8
No-DT-FedDQL,0,880,R3,without digital-twin recovery,55.535,49.6542,105.1892,0.2482,0.3586,0.7819,0.88,100.0,100.0,0.0,28,34.0,56.0,0.8
No-DT-FedDQL,0,890,R3,without digital-twin recovery,51.4268,54.6439,106.0707,0.2456,0.3533,0.7865,0.88,100.0,100.0,0.0,28,34.0,56.0,0.8
No-DT-FedDQL,0,900,R4,edge overload and resource contention,35.8602,73.3007,109.1609,0.191,0.33,0.7752,0.74,100.0,100.0,0.0,28,38.0,58.0,0.84
No-DT-FedDQL,0,910,R4,edge overload and resource contention,33.1311,78.2517,111.3828,0.1906,0.3335,0.7643,0.74,100.0,100.0,0.0,28,38.0,58.0,0.84
No-DT-FedDQL,0,920,R4,edge overload and resource contention,34.5452,77.3728,111.918,0.183,0.3229,0.7609,0.74,100.0,100.0,0.0,28,38.0,58.0,0.84
No-DT-FedDQL,0,930,R4,edge overload and resource contention,36.0694,83.723,119.7925,0.1706,0.3052,0.7556,0.74,100.0,100.0,0.0,28,38.0,58.0,0.84
No-DT-FedDQL,0,940,R4,edge overload and resource contention,33.0449,76.8604,109.9053,0.1882,0.3293,0.768,0.74,100.0,50.0,0.0,28,38.0,58.0,0.84
No-DT-FedDQL,0,950,R4,edge overload and resource contention,33.7922,79.6742,113.4664,0.1862,0.3247,0.7678,0.74,100.0,100.0,0.0,28,38.0,58.0,0.84
No-DT-FedDQL,0,960,R4,edge overload and resource contention,39.9103,75.1007,115.011,0.1847,0.3236,0.7631,0.74,100.0,100.0,0.0,28,38.0,58.0,0.84
No-DT-FedDQL,0,970,R4,edge overload and resource contention,35.072,79.7399,114.812,0.1801,0.3179,0.7608,0.74,100.0,100.0,0.0,28,38.0,58.0,0.84
No-DT-FedDQL,0,980,R4,edge overload and resource contention,33.4152,81.4,114.8152,0.1796,0.3222,0.7529,0.74,100.0,100.0,0.0,28,38.0,58.0,0.84
No-DT-FedDQL,0,990,R4,edge overload and resource contention,39.2066,75.0379,114.2445,0.1771,0.3136,0.7636,0.74,100.0,100.0,0.0,28,38.0,58.0,0.84
No-DT-FedDQL,0,1000,R4,edge overload and resource contention,37.6803,79.9379,117.6182,0.1824,0.321,0.759,0.74,100.0,100.0,0.0,28,38.0,58.0,0.84
No-DT-FedDQL,0,1010,R4,edge overload and resource contention,34.148,78.5304,112.6783,0.1869,0.3272,0.7658,0.74,100.0,100.0,0.0,28,38.0,58.0,0.84
No-DT-FedDQL,0,1020,R4,edge overload and resource contention,32.6744,78.7965,111.4709,0.186,0.3289,0.76,0.74,100.0,100.0,0.0,28,38.0,58.0,0.84
No-DT-FedDQL,0,1030,R4,edge overload and resource contention,33.3958,83.3799,116.7756,0.1738,0.3102,0.7571,0.74,100.0,100.0,0.0,28,38.0,58.0,0.84
No-DT-FedDQL,0,1040,R4,edge overload and resource contention,40.1014,84.0221,124.1235,0.1638,0.2921,0.7578,0.74,100.0,100.0,0.0,28,38.0,58.0,0.84
No-DT-FedDQL,0,1050,R4,edge overload and resource contention,32.5287,78.2441,110.7727,0.1838,0.3289,0.7551,0.74,100.0,100.0,0.0,28,38.0,58.0,0.84
No-DT-FedDQL,0,1060,R4,edge overload and resource contention,37.9402,80.5992,118.5393,0.1727,0.3103,0.7519,0.74,100.0,100.0,0.0,28,38.0,58.0,0.84
No-DT-FedDQL,0,1070,R4,edge overload and resource contention,35.8145,80.5585,116.3729,0.1747,0.3111,0.7594,0.74,100.0,100.0,0.0,28,38.0,58.0,0.84
No-DT-FedDQL,0,1080,R4,edge overload and resource contention,36.3784,75.5363,111.9147,0.1965,0.3393,0.7707,0.74,100.0,100.0,0.0,28,38.0,58.0,0.84
No-DT-FedDQL,0,1090,R4,edge overload and resource contention,35.8667,77.9343,113.801,0.183,0.3259,0.757,0.74,100.0,100.0,0.0,28,38.0,58.0,0.84
No-DT-FedDQL,0,1100,R4,edge overload and resource contention,35.7091,77.5928,113.3019,0.1867,0.3235,0.7687,0.74,100.0,100.0,0.0,28,38.0,58.0,0.84
No-DT-FedDQL,0,1110,R4,edge overload and resource contention,37.2981,82.2822,119.5803,0.17,0.3038,0.7568,0.74,100.0,100.0,0.0,28,38.0,58.0,0.84
No-DT-FedDQL,0,1120,R4,edge overload and resource contention,32.0097,82.4738,114.4835,0.178,0.3186,0.7556,0.74,100.0,100.0,0.0,28,38.0,58.0,0.84
No-DT-FedDQL,0,1130,R4,edge overload and resource contention,36.4088,83.2897,119.6986,0.1706,0.3054,0.755,0.74,100.0,100.0,0.0,28,38.0,58.0,0.84
No-DT-FedDQL,0,1140,R4,edge overload and resource contention,38.0222,83.7286,121.7508,0.1707,0.3014,0.7619,0.74,100.0,100.0,0.0,28,38.0,58.0,0.84
No-DT-FedDQL,0,1150,R4,edge overload and resource contention,35.2129,82.0006,117.2136,0.1747,0.3123,0.7564,0.74,100.0,100.0,0.0,28,38.0,58.0,0.84
No-DT-FedDQL,0,1160,R4,edge overload and resource contention,36.9844,79.5028,116.4872,0.1748,0.3119,0.7577,0.74,100.0,100.0,0.0,28,38.0,58.0,0.84
No-DT-FedDQL,0,1170,R4,edge overload and resource contention,33.1687,73.721,106.8897,0.1952,0.3398,0.7702,0.74,100.0,100.0,0.0,28,38.0,58.0,0.84
No-DT-FedDQL,0,1180,R4,edge overload and resource contention,34.2821,79.7174,113.9995,0.1799,0.3192,0.7585,0.74,100.0,100.0,0.0,28,38.0,58.0,0.84
No-DT-FedDQL,0,1190,R4,edge overload and resource contention,36.1841,81.08,117.2641,0.1786,0.3153,0.76,0.74,100.0,100.0,0.0,28,38.0,58.0,0.84
No-DT-FedDQL,0,1200,R5,partial stabilization without orchestration,33.443,48.4322,81.8752,0.3419,0.456,0.8253,0.9,100.0,100.0,0.0,28,46.0,70.0,0.8
No-DT-FedDQL,0,1210,R5,partial stabilization without orchestration,29.9777,53.611,83.5886,0.3269,0.438,0.8227,0.9,96.4286,100.0,0.0,28,46.0,70.0,0.8
No-DT-FedDQL,0,1220,R5,partial stabilization without orchestration,32.5258,49.7482,82.274,0.3266,0.4395,0.8226,0.9,100.0,100.0,0.0,28,46.0,70.0,0.8
No-DT-FedDQL,0,1230,R5,partial stabilization without orchestration,33.6679,53.3238,86.9917,0.3088,0.4227,0.8119,0.9,100.0,100.0,0.0,28,46.0,70.0,0.8
No-DT-FedDQL,0,1240,R5,partial stabilization without orchestration,34.2861,53.7347,88.0208,0.304,0.4157,0.8133,0.9,100.0,100.0,0.0,28,46.0,70.0,0.8
No-DT-FedDQL,0,1250,R5,partial stabilization without orchestration,33.6523,51.6504,85.3028,0.3138,0.4267,0.8167,0.9,100.0,100.0,0.0,28,46.0,70.0,0.8
No-DT-FedDQL,0,1260,R5,partial stabilization without orchestration,35.5421,51.2223,86.7645,0.3073,0.4208,0.8116,0.9,100.0,100.0,0.0,28,46.0,70.0,0.8
No-DT-FedDQL,0,1270,R5,partial stabilization without orchestration,33.3768,50.9735,84.3503,0.3182,0.4305,0.8204,0.9,100.0,100.0,0.0,28,46.0,70.0,0.8
No-DT-FedDQL,0,1280,R5,partial stabilization without orchestration,35.4261,46.3479,81.774,0.3289,0.4368,0.8313,0.9,100.0,100.0,0.0,28,46.0,70.0,0.8
No-DT-FedDQL,0,1290,R5,partial stabilization without orchestration,33.1528,46.0995,79.2523,0.3398,0.4517,0.8321,0.9,100.0,100.0,0.0,28,46.0,70.0,0.8
No-DT-FedDQL,0,1300,R5,partial stabilization without orchestration,30.5683,55.2023,85.7706,0.311,0.4252,0.813,0.9,100.0,100.0,0.0,28,46.0,70.0,0.8
No-DT-FedDQL,0,1310,R5,partial stabilization without orchestration,32.9063,52.1209,85.0272,0.3193,0.432,0.8185,0.9,100.0,100.0,0.0,28,46.0,70.0,0.8
No-DT-FedDQL,0,1320,R5,partial stabilization without orchestration,33.9092,49.745,83.6542,0.3241,0.4371,0.8191,0.9,100.0,100.0,0.0,28,46.0,70.0,0.8
No-DT-FedDQL,0,1330,R5,partial stabilization without orchestration,37.3753,48.7245,86.0998,0.3161,0.4208,0.8288,0.9,100.0,100.0,0.0,28,46.0,70.0,0.8
No-DT-FedDQL,0,1340,R5,partial stabilization without orchestration,33.8044,51.0723,84.8767,0.3336,0.4452,0.8215,0.9,96.4286,100.0,0.0,28,46.0,70.0,0.8
No-DT-FedDQL,0,1350,R5,partial stabilization without orchestration,29.3128,50.7224,80.0352,0.3363,0.4568,0.8171,0.9,100.0,100.0,0.0,28,46.0,70.0,0.8
No-DT-FedDQL,0,1360,R5,partial stabilization without orchestration,35.5425,56.7154,92.2579,0.2906,0.3982,0.811,0.9,100.0,100.0,0.0,28,46.0,70.0,0.8
No-DT-FedDQL,0,1370,R5,partial stabilization without orchestration,34.3329,54.3017,88.6346,0.307,0.417,0.8151,0.9,100.0,100.0,0.0,28,46.0,70.0,0.8
No-DT-FedDQL,0,1380,R5,partial stabilization without orchestration,33.2711,52.3361,85.6072,0.3173,0.4304,0.8152,0.9,100.0,100.0,0.0,28,46.0,70.0,0.8
No-DT-FedDQL,0,1390,R5,partial stabilization without orchestration,38.9956,48.0022,86.9978,0.3146,0.4176,0.8278,0.9,100.0,100.0,0.0,28,46.0,70.0,0.8
No-DT-FedDQL,0,1400,R5,partial stabilization without orchestration,38.2638,49.1027,87.3665,0.3069,0.4128,0.8235,0.9,100.0,100.0,0.0,28,46.0,70.0,0.8
No-DT-FedDQL,0,1410,R5,partial stabilization without orchestration,33.1413,50.5276,83.6688,0.3221,0.4308,0.8223,0.9,100.0,100.0,0.0,28,46.0,70.0,0.8
No-DT-FedDQL,0,1420,R5,partial stabilization without orchestration,34.9362,50.7248,85.661,0.3164,0.4217,0.8293,0.9,100.0,100.0,0.0,28,46.0,70.0,0.8
No-DT-FedDQL,0,1430,R5,partial stabilization without orchestration,33.8105,57.8797,91.6901,0.2982,0.4008,0.8206,0.9,100.0,100.0,0.0,28,46.0,70.0,0.8
No-DT-FedDQL,0,1440,R5,partial stabilization without orchestration,33.6653,54.0293,87.6946,0.3066,0.4201,0.811,0.9,100.0,100.0,0.0,28,46.0,70.0,0.8
No-DT-FedDQL,0,1450,R5,partial stabilization without orchestration,32.8988,53.7697,86.6685,0.3147,0.4272,0.8151,0.9,100.0,100.0,0.0,28,46.0,70.0,0.8
No-DT-FedDQL,0,1460,R5,partial stabilization without orchestration,32.1624,50.5846,82.747,0.3368,0.4555,0.817,0.9,100.0,100.0,0.0,28,46.0,70.0,0.8
No-DT-FedDQL,0,1470,R5,partial stabilization without orchestration,34.6278,52.8387,87.4665,0.308,0.4219,0.8111,0.9,100.0,100.0,0.0,28,46.0,70.0,0.8
No-DT-FedDQL,0,1480,R5,partial stabilization without orchestration,35.8903,53.1426,89.0328,0.3078,0.4185,0.8154,0.9,100.0,100.0,0.0,28,46.0,70.0,0.8
No-DT-FedDQL,0,1490,R5,partial stabilization without orchestration,35.9885,51.4596,87.4481,0.3023,0.4097,0.8199,0.9,100.0,100.0,0.0,28,46.0,70.0,0.8
No-DT-FedDQL,0,1500,R5,partial stabilization without orchestration,32.0445,50.2523,82.2969,0.3338,0.4526,0.8153,0.9,100.0,100.0,0.0,28,46.0,70.0,0.8
