task_id,algorithm,action_id,action,digital_twin_orchestration,reference_action,priority_score,high_priority,dependency_count,dependency_met,deadline_ms,exec_delay_ms,exec_energy_kj,exec_cpu_util,bandwidth_utilization,deadline_met,compute_energy_kj,comm_energy_kj,data_in_mb,data_out_mb,cpu_cores,memory_quota,priority_qos,failure_probability,original_action_id,original_action,reorchestrated,dt_recovered,dt_recovery_time_ms,trust_threshold,dt_timeliness,dt_reliability,dt_availability,dtt_score,trust_violation,dt_original_predicted_dtt,dt_selected_predicted_dtt,task_count,avg_delay_ms,avg_energy_kj,success_rate,advanced_task_priority_rate,high_priority_completion_rate,dependency_aware_success_rate,fuzzy_accuracy,edge_hourly_energy_kj,edge_cpu_utilization,edge_bandwidth_utilization,edge_cpu_bw_utilization,avg_dtt_score,trust_violation_rate,high_priority_trusted_completion_rate,reorchestration_count,reorchestration_rate,dt_recovered_count,dt_recovered_rate,avg_recovery_time_ms
955,Random,1,edge,0,1,1.0,1,0,1,25.52135329694258,22.466016745017072,0.028459894736386854,0.7451063684925716,0.7456405989082774,1,0.027766108796999475,0.0006937859393873807,0.8298244762420655,0.5808771333694458,,,0,0.05,1,edge,0,0,0.0,0.8,1.0,0.95,1.0,0.95,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
956,Random,1,edge,0,0,0.3,0,1,1,35.38292561597007,18.50211178460269,0.02711377621911432,0.7419063775705601,0.736858238782162,0,0.026727286074640144,0.00038649014447417434,0.40282343864440917,0.2819764070510864,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
957,Random,1,edge,0,0,0.3,0,0,1,36.224928090889414,20.306828736092285,0.03189981905063114,0.742110632310263,0.7586425311725609,1,0.02820850832212464,0.0036913107285065027,1.4619824028015136,1.0233876819610594,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
958,Random,2,cloud,0,0,0.3,0,0,1,36.30936295180692,109.17387781874638,0.05028258125232558,0.4626099216739811,0.6893573757248666,0,0.04412277282626516,0.006159808426060418,2.0926798725128175,1.4648759107589722,,,0,0.155,2,cloud,0,0,0.0,0.8,0.3325828822540202,0.845,1.0,0.2810325355046471,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
959,Random,1,edge,0,0,0.3,0,0,1,36.31331401589037,26.0713638402266,0.032431694217343966,0.745412750602126,0.7630495736700943,1,0.028970111246640798,0.003461582970703169,1.6762541580200194,1.1733779106140134,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
960,Random,0,terminal,0,0,0.3,0,0,1,35.8475976802715,45.60495561072228,0.05727182370723712,0.5400680849132343,0.4780285499557326,0,0.05727182370723712,0.0,1.0062151050567627,0.7043505735397338,,,0,0.155,0,terminal,0,0,0.0,0.8,0.7860461039861926,0.845,1.0,0.6642089578683327,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
961,Random,1,edge,0,0,0.3,0,0,1,36.456763911993356,26.156844141606967,0.030518801252888417,0.7400680849132343,0.7634337894114123,1,0.028238564656802342,0.002280236596086074,1.6949348449707031,1.186454391479492,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
962,Random,2,cloud,0,0,0.3,0,0,1,36.10784839421151,120.0,0.04396420275306139,0.46005673742769526,0.6588811067859375,0,0.04112297077696796,0.0028412319760934357,1.203620557785034,0.8425343904495238,,,0,0.155,2,cloud,0,0,0.0,0.8,0.30089873661842925,0.845,1.0,0.2542594324425727,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
963,Random,0,terminal,0,0,0.3,0,0,1,36.09843791628061,41.42848572836202,0.05794946785727996,0.5400453899421562,0.4804770763483046,0,0.05794946785727996,0.0,1.2919305515289308,0.9043513860702515,,,0,0.155,0,terminal,0,0,0.0,0.8,0.8713434073591435,0.845,1.0,0.7362851792184762,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
964,Random,2,cloud,0,0,0.3,0,0,1,35.94158975476632,116.70362494378334,0.04410382692598619,0.46005673742769526,0.6631020354790312,0,0.04146064507241545,0.002643181853570735,1.326754264831543,0.92872798538208,,,0,0.155,2,cloud,0,0,0.0,0.8,0.3079732079623023,0.845,1.0,0.26023736072814546,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
965,Random,1,edge,0,0,0.3,0,0,1,36.30084750265993,20.39607982752018,0.030527269088505046,0.7400680849132343,0.764211210522272,1,0.028290392730859662,0.0022368763576453847,1.7327332973480225,1.2129133081436156,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
966,Random,1,edge,0,0,0.3,0,0,1,36.156610811144844,23.34344118881031,0.035391194752331025,0.7400680849132343,0.7589536559463257,1,0.02793988909246324,0.007451305659867782,1.4771093845367431,1.0339765691757201,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
967,Random,0,terminal,0,0,0.3,0,0,1,35.731833299993596,36.670966230590835,0.057737417383678886,0.5400453899421562,0.47971975322830074,0,0.057737417383678886,0.0,1.2035594749450684,0.8424916324615479,,,0,0.155,0,terminal,0,0,0.0,0.8,0.9743902867273289,0.845,1.0,0.8233597922845929,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
968,Random,2,cloud,0,0,0.3,0,0,1,35.86224122877921,96.38260692746795,0.04446529102117595,0.4600283687138476,0.658286805552074,0,0.04106918556121239,0.003396105459963554,1.186283493041992,0.8303984451293944,,,0,0.155,2,cloud,0,0,0.0,0.8,0.3720820838117306,0.845,1.0,0.3144093608209123,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
969,Random,0,terminal,0,0,0.3,0,0,1,36.40613211086976,43.97592600596832,0.05892694037408885,0.5400453899421562,0.4839680496226221,0,0.05892694037408885,0.0,1.699287805557251,1.1895014638900756,,,0,0.155,0,terminal,0,0,0.0,0.8,0.8278650483887207,0.845,1.0,0.699545965888469,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
970,Random,0,terminal,0,0,0.3,0,0,1,36.049603363626865,41.499954681683505,0.05836803518243847,0.540703544103421,0.48114926695086113,0,0.05836803518243847,0.0,1.3703676223754884,0.9592573356628418,,,0,0.155,0,terminal,0,0,0.0,0.8,0.8686660898822085,0.845,1.0,0.7340228459504662,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
971,Random,1,edge,0,0,0.3,0,0,1,36.38543584667601,22.948352368349344,0.031107008154537288,0.7413276558080686,0.7691829945243146,0,0.02880028420776403,0.002306723946773258,1.9744629573822021,1.3821240701675415,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
972,Random,1,edge,0,0,0.3,0,0,1,35.10225652460639,21.565055841711107,0.027067830556738646,0.7408510614154286,0.7375803861642227,1,0.026625926111467236,0.00044190444527140933,0.4379344654083252,0.30655412578582764,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
973,Random,1,edge,0,0,0.3,0,0,1,35.964108845726585,22.18140816195326,0.03171990507769022,0.7414978680911544,0.758943448635485,1,0.02814176122194587,0.003578143855744352,1.4766131019592286,1.03362917137146,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
974,Random,0,terminal,0,0,0.3,0,0,1,36.420725595621995,48.23702235873283,0.060459003911888964,0.5409758837563582,0.4882765878470129,0,0.060459003911888964,0.0,2.2020456790924072,1.541431975364685,,,0,0.155,0,terminal,0,0,0.0,0.8,0.7550367708181802,0.845,1.0,0.6380060713413622,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
975,Random,0,terminal,0,0,0.3,0,0,1,36.033714079495155,45.07056616553652,0.05853040131594676,0.5408170189588115,0.4815873024298669,0,0.05853040131594676,0.0,1.4214814281463624,0.9950369997024536,,,0,0.155,0,terminal,0,0,0.0,0.8,0.7994954833083182,0.845,1.0,0.6755736833955288,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
976,Random,0,terminal,0,0,0.3,0,0,1,35.76319973569757,44.07944099127671,0.057755246507056324,0.5409531887852801,0.47864868011502965,0,0.057755246507056324,0.0,1.0785773086547852,0.7550041160583496,,,0,0.155,0,terminal,0,0,0.0,0.8,0.8113351469855319,0.845,1.0,0.6855781992027744,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
977,Random,1,edge,0,0,0.3,0,0,1,35.945081508755464,22.297792841294047,0.028939446868055888,0.7409872312418971,0.7549626686091018,1,0.027804035666542222,0.0011354112015136651,1.2830663585662843,0.8981464509963989,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
978,Random,1,edge,0,0,0.3,0,0,1,36.48667716545968,23.729801782327797,0.042047743431654634,0.742587226702903,0.7718412786472458,1,0.02915594235939431,0.012891801072260326,2.103709545135498,1.4725966815948484,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
979,Random,1,edge,0,0,0.3,0,0,1,36.37652136854946,22.811622503639043,0.030214308761903223,0.7415319105477715,0.7652333658320937,1,0.028565911716407204,0.0016483970454960182,1.7824308013916015,1.2477015609741209,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
980,Random,1,edge,0,0,0.3,0,0,1,36.27715089250116,18.047991822414605,0.037145334286399254,0.7404425519360228,0.7571315602431256,1,0.027871465540478278,0.009273868745920975,1.388518533706665,0.9719629735946654,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
981,Random,2,cloud,0,0,0.3,0,0,1,36.67097514032412,120.0,0.04727191794844606,0.46056737427695243,0.6912966987483277,0,0.04382855824079574,0.0034433597076503225,2.1492541599273682,1.5044779119491576,,,0,0.155,2,cloud,0,0,0.0,0.8,0.305591459502701,0.845,1.0,0.2582247832797823,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
982,Random,1,edge,0,0,0.3,0,1,0,35.57498115972221,27.078705643597747,0.02851837691439543,0.7408170189588115,0.7453473617901576,1,0.02713890180517546,0.0013794751092199675,0.8155671977996826,0.5708970384597778,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
983,Random,1,edge,0,0,0.3,0,0,1,35.82722834048532,20.924667986827444,0.028685226125806873,0.7405787217624914,0.7510455619285764,1,0.027485023044924718,0.0012002030808821564,1.0926154327392579,0.7648308029174805,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
984,Random,1,edge,0,0,0.3,0,1,1,35.7601700629292,13.308307924433201,0.028400921463697923,0.7408170189588115,0.7502761228371128,1,0.027467485874972473,0.0009334355887254505,1.0552050685882568,0.7386435480117797,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
985,Random,1,edge,0,0,0.3,0,0,1,36.254649259396636,21.296435995245226,0.029457249784336982,0.7406468066757257,0.7612979385987687,0,0.028178160185645725,0.0012790895986912571,1.5910891246795655,1.1137623872756959,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
986,Random,1,edge,0,0,0.3,0,0,1,36.81881641343215,26.949371032272737,0.033657138981244845,0.7405106368492571,0.7790601060480943,1,0.02934301395685105,0.004314125024393794,2.454691143035889,1.7182838001251222,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
987,Random,0,terminal,0,0,0.3,0,0,1,35.995231375933976,46.48478088510139,0.05889348273629912,0.5405446793058744,0.4832244463544397,0,0.05889348273629912,0.0,1.6125176811218263,1.1287623767852784,,,0,0.155,0,terminal,0,0,0.0,0.8,0.7743444346850871,0.845,1.0,0.6543210473088985,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
988,Random,0,terminal,0,0,0.3,0,0,1,35.882961984809825,43.94573816606782,0.05792893791251423,0.5403858145083277,0.4799782244092841,0,0.05792893791251423,0.0,1.2337201499938966,0.8636041049957276,,,0,0.155,0,terminal,0,0,0.0,0.8,0.8165288258263103,0.845,1.0,0.6899668578232322,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
989,Random,2,cloud,0,0,0.3,0,0,1,36.126687584855446,110.79884709664213,0.043486494755938236,0.4606808491323429,0.6639246891446368,0,0.04166376194068637,0.0018227328152518678,1.3507528686523438,0.9455270080566406,,,0,0.155,2,cloud,0,0,0.0,0.8,0.3260565297520167,0.845,1.0,0.2755177676404541,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
990,Random,1,edge,0,0,0.3,0,0,1,36.69502156012955,20.588931055206416,0.03302783070642678,0.7422127596801144,0.7732725498171806,1,0.029198310942494914,0.003829519763931864,2.1732983875274656,1.5213088712692258,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
991,Random,1,edge,0,0,0.3,0,0,1,36.026571977518856,20.854319362327683,0.029151747957693805,0.7410893586117486,0.7549432137363,1,0.027817206719084386,0.00133454123860942,1.2821204566955566,0.8974843196868896,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
992,Random,0,terminal,0,0,0.3,0,0,1,36.65904408176875,41.95917211961372,0.06028710747437234,0.5418382926573259,0.48658466087252966,0,0.06028710747437234,0.0,2.0046168613433837,1.4032318029403685,,,0,0.155,0,terminal,0,0,0.0,0.8,0.8736836841600257,0.845,1.0,0.7382627131152217,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
993,Random,1,edge,0,0,0.3,0,0,1,35.82374085485113,19.14030698142314,0.03203744525514364,0.7424170144198172,0.7513575966297994,0,0.027766250151460736,0.004271195103682906,1.1077866554260254,0.7754506587982177,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
994,Random,1,edge,0,0,0.3,0,0,1,36.48927368141776,20.001169867862515,0.033807564944592784,0.7422127596801144,0.7732918491451507,0,0.029199597564359588,0.0046079673802331975,2.1742367267608644,1.521965708732605,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
995,Random,1,edge,0,0,0.3,0,1,1,36.41489949734805,24.189600898909063,0.03138607316814436,0.7426553116161373,0.7670665738699094,1,0.028847274070280073,0.0025387990978642866,1.8715619373321533,1.3100933561325072,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
996,Random,1,edge,0,0,0.3,0,0,1,36.00546711958106,23.022314927214104,0.029794775613954185,0.7421446747668801,0.7541292174253434,1,0.027912443420330908,0.0018823321936232763,1.242543706893921,0.8697805948257445,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
997,Random,1,edge,0,0,0.3,0,0,1,36.1684733517391,21.464606932560397,0.03528889264717992,0.74166808037424,0.7634154153103919,1,0.028464005740376802,0.006824886906803122,1.6940414905548096,1.1858290433883667,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
998,Random,2,cloud,0,0,0.3,0,0,1,36.58769251990823,102.98193578637046,0.048543680146905806,0.4617872289724001,0.6918711083546707,0,0.04414287904230167,0.0044008011046041354,2.1660109424591063,1.5162076597213743,,,0,0.155,2,cloud,0,0,0.0,0.8,0.35528262544808925,0.845,1.0,0.30021381850363543,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
999,Random,1,edge,0,0,0.3,0,0,1,36.262799004568556,24.358186526224614,0.03039534967590946,0.7422468021367316,0.7650738099836716,1,0.028656550968281735,0.001738798707627724,1.774673147201538,1.2422712030410765,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1000,Random,2,cloud,0,0,0.3,0,0,1,35.74924301679316,113.97529813599303,0.04263291484037914,0.4603971619938667,0.6485587038848215,0,0.040372071949436386,0.0022608428909427544,0.9024935245513916,0.6317454671859741,,,0,0.155,2,cloud,0,0,0.0,0.8,0.31365781534642606,0.845,1.0,0.26504085396773003,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1001,Random,2,cloud,0,0,0.3,0,0,1,35.79039867800208,118.93917785008277,0.04390605150223532,0.4602553184246286,0.6585502673749251,0,0.04114019144341229,0.0027658600588230235,1.1939692497253418,0.8357784748077393,,,0,0.155,2,cloud,0,0,0.0,0.8,0.3009134527826835,0.845,1.0,0.25427186760136755,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1002,Random,1,edge,0,0,0.3,0,0,1,36.42879867814437,21.150554702296798,0.0334770138462067,0.7402042547397029,0.7732982466864251,1,0.028915485867219582,0.004561527978987123,2.174547777175903,1.522183444023132,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1003,Random,2,cloud,0,0,0.3,0,0,1,35.9041234477136,120.0,0.046649263555714145,0.4604255307077143,0.6756616183143797,0,0.042546546220847525,0.00410271733486662,1.6931447219848632,1.1852013053894042,,,0,0.155,2,cloud,0,0,0.0,0.8,0.29920102873094667,0.845,1.0,0.2528248692776499,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1004,Random,0,terminal,0,0,0.3,0,0,1,36.61366349660194,46.6561029510812,0.06007683476655303,0.5402042547397029,0.48787623431306076,0,0.06007683476655303,0.0,2.1553289318084716,1.50873025226593,,,0,0.155,0,terminal,0,0,0.0,0.8,0.7847561450854835,0.845,1.0,0.6631189425972336,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1005,Random,2,cloud,0,0,0.3,0,0,1,35.93006471564989,120.0,0.044329313295148054,0.46019858099693334,0.670474475071946,0,0.04208164582508102,0.0022476674700670366,1.541824426651001,1.0792770986557008,,,0,0.155,2,cloud,0,0,0.0,0.8,0.2994172059637491,0.845,1.0,0.25300753903936796,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1006,Random,2,cloud,0,0,0.3,0,0,1,35.94817404723396,120.0,0.04929352438797743,0.4602836871384762,0.6742684384326281,0,0.04240388624507501,0.006889638142902419,1.6525026226043702,1.156751835823059,,,0,0.155,2,cloud,0,0,0.0,0.8,0.299568117060283,0.845,1.0,0.2531350589159391,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1007,Random,1,edge,0,0,0.3,0,0,1,35.8516434156981,22.288126019227434,0.02820776351633127,0.7403063821095542,0.7497170845123343,1,0.027357876433009146,0.0008498870833221254,1.0280244541168213,0.7196171178817748,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1008,Random,2,cloud,0,0,0.3,0,0,1,36.02104640844402,120.0,0.0456600810816183,0.4602836871384762,0.6720700930541899,0,0.04222801861479996,0.003432062466818337,1.5883720874786378,1.1118604612350464,,,0,0.155,2,cloud,0,0,0.0,0.8,0.30017538673703353,0.845,1.0,0.25364820179279335,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1009,Random,1,edge,0,0,0.3,0,0,1,36.09489362433807,20.22265447947237,0.030721539737089198,0.7403404245661714,0.7612425320782281,1,0.02813106228542283,0.002590477451666368,1.58839524269104,1.111876669883728,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1010,Random,0,terminal,0,0,0.3,0,0,1,35.512304282319356,40.91810710596204,0.05641041370724789,0.5405446793058744,0.4743563426792567,0,0.05641041370724789,0.0,0.5777098846435547,0.40439691925048826,,,0,0.155,0,terminal,0,0,0.0,0.8,0.8678872703069146,0.845,1.0,0.7333647434093428,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
