task_id,algorithm,action_id,action,digital_twin_orchestration,reference_action,priority_score,high_priority,dependency_count,dependency_met,deadline_ms,exec_delay_ms,exec_energy_kj,exec_cpu_util,bandwidth_utilization,deadline_met,compute_energy_kj,comm_energy_kj,data_in_mb,data_out_mb,cpu_cores,memory_quota,priority_qos,failure_probability,original_action_id,original_action,reorchestrated,dt_recovered,dt_recovery_time_ms,trust_threshold,dt_timeliness,dt_reliability,dt_availability,dtt_score,trust_violation,dt_original_predicted_dtt,dt_selected_predicted_dtt,task_count,avg_delay_ms,avg_energy_kj,success_rate,advanced_task_priority_rate,high_priority_completion_rate,dependency_aware_success_rate,fuzzy_accuracy,edge_hourly_energy_kj,edge_cpu_utilization,edge_bandwidth_utilization,edge_cpu_bw_utilization,avg_dtt_score,trust_violation_rate,high_priority_trusted_completion_rate,reorchestration_count,reorchestration_rate,dt_recovered_count,dt_recovered_rate,avg_recovery_time_ms
1163,Random,1,edge,0,0,0.3,0,0,1,35.89559197009202,18.261590419779438,0.02789002802363139,0.7406808491323429,0.7440079307224888,0,0.027030315675247833,0.000859712348383557,0.7504436492919921,0.5253105545043945,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1164,Random,1,edge,0,0,0.65,0,0,1,31.46229832309006,26.971918793075314,0.030985815861773805,0.7406808491323429,0.7677889142609416,0,0.028615714577811355,0.002370101283962452,1.9066823482513429,1.33467764377594,,,0,0.10250000000000001,1,edge,0,0,0.0,0.8,1.0,0.8975,1.0,0.8975,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1165,Random,0,terminal,0,0,0.3,0,0,1,36.79853010669807,45.8714407607947,0.06017552639243978,0.5405900692480305,0.48774643627010394,0,0.06017552639243978,0.0,2.1401829624176028,1.498128073692322,,,0,0.155,0,terminal,0,0,0.0,0.8,0.8022100351848759,0.845,1.0,0.6778674797312201,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1166,Random,0,terminal,0,0,0.3,0,0,1,37.12219983352317,46.596370155206316,0.06115265800638313,0.5405673742769525,0.49126456074803493,0,0.06115265800638313,0.0,2.5507084560394286,1.7854959192275999,,,0,0.155,0,terminal,0,0,0.0,0.8,0.7966757863300094,0.845,1.0,0.6731910394488578,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1167,Random,1,edge,0,0,0.65,0,0,1,30.76623886920189,20.988525846125924,0.030702763937643214,0.7408510614154286,0.7469064915963362,1,0.02724766647360813,0.0034550974640350845,0.8913725662231445,0.6239607963562012,,,0,0.10250000000000001,1,edge,0,0,0.0,0.8,1.0,0.8975,1.0,0.8975,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1168,Random,2,cloud,0,0,0.3,0,1,1,36.99349778924973,82.8381371751596,0.04911038343194396,0.4607092178461905,0.6980384118946061,0,0.044399100877730406,0.004711282554213558,2.345924654006958,1.6421472578048706,,,0,0.155,2,cloud,0,0,0.0,0.8,0.4465756842289646,0.845,1.0,0.37735645317347505,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1169,Random,2,cloud,0,0,0.3,0,0,1,36.53002092064343,120.0,0.048693999995406696,0.4609361675569715,0.6757539102093263,0,0.04266626967927983,0.006027730316126871,1.6958370780944825,1.1870859546661376,,,0,0.155,2,cloud,0,0,0.0,0.8,0.3044168410053619,0.845,1.0,0.2572322306495308,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1170,Random,1,edge,0,0,0.3,0,0,1,36.21397703538112,19.971312804358032,0.03255843277535607,0.7410212736985143,0.7618664671197539,1,0.028269111581939788,0.0042893211934162834,1.6187311553955077,1.1331118087768552,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1171,Random,1,edge,0,0,0.3,0,0,1,36.13237804879292,20.344594004793876,0.030472922687158,0.7410212736985143,0.7639563770896476,1,0.02840843891326604,0.002064483773891959,1.7203432178497315,1.204240252494812,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1172,Random,1,edge,0,0,0.3,0,0,1,36.04654424524776,24.586429619490257,0.028961176806591417,0.7410893586117486,0.7542329724970942,1,0.027769857303137333,0.0011913195034540833,1.2475883102416991,0.8733118171691894,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1173,Random,0,terminal,0,0,0.3,0,0,1,35.701114571373374,44.95018753498313,0.05704499739263557,0.5402042547397029,0.477048243691927,0,0.05704499739263557,0.0,0.8918244075775147,0.6242770853042603,,,0,0.155,0,terminal,0,0,0.0,0.8,0.7942372775105436,0.845,1.0,0.6711304994964093,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1174,Random,0,terminal,0,0,0.3,0,0,1,36.154943684696605,48.148981447054986,0.05912542497172755,0.5407262390744991,0.48382586177018877,0,0.05912542497172755,0.0,1.6826960849761963,1.1778872594833374,,,0,0.155,0,terminal,0,0,0.0,0.8,0.7508973730722192,0.845,1.0,0.6345082802460251,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1175,Random,1,edge,0,0,0.3,0,0,1,36.25650129599834,20.778774239093906,0.03304215009642047,0.7407829765021943,0.7615880302983247,0,0.028216790357699174,0.004825359738721296,1.6051934719085694,1.1236354303359986,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1176,Random,0,terminal,0,0,0.3,0,0,1,35.889066349205706,42.59927926118033,0.05745142362823752,0.540453899421562,0.47818771010961014,0,0.05745142362823752,0.0,1.024787302017212,0.7173511114120483,,,0,0.155,0,terminal,0,0,0.0,0.8,0.8424805999455143,0.845,1.0,0.7118961069539596,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1177,Random,0,terminal,0,0,0.3,0,0,1,35.768645278017225,38.71131522278946,0.056904426327330955,0.5403858145083277,0.47631925446220097,0,0.056904426327330955,0.0,0.8067595767974853,0.5647317037582397,,,0,0.155,0,terminal,0,0,0.0,0.8,0.9239842426474862,0.845,1.0,0.7807666850371259,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1178,Random,0,terminal,0,0,0.3,0,0,1,36.90670617482629,46.214623804460864,0.06088773857350264,0.5405673742769525,0.49031841991631886,0,0.06088773857350264,0.0,2.440304479598999,1.7082131357192991,,,0,0.155,0,terminal,0,0,0.0,0.8,0.798593673097559,0.845,1.0,0.6748116537674373,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1179,Random,0,terminal,0,0,0.3,0,1,0,36.1354250330326,47.24085234885483,0.05955390783183098,0.540703544103421,0.48538452641297725,0,0.05955390783183098,0.0,1.8645746898651123,1.3052022829055785,,,0,0.155,0,terminal,0,0,0.0,0.8,0.7649189893143102,0.845,1.0,0.6463565459705921,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1180,Random,1,edge,0,0,0.3,0,0,1,35.90777707695363,27.30563513923424,0.03282886037110832,0.7468425337800461,0.759807770270431,1,0.028956543636868583,0.003872316734239736,1.5186366844177246,1.0630456790924072,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1181,Random,2,cloud,0,0,0.3,0,0,1,36.22559579725173,120.0,0.05374612492751202,0.46380140765558114,0.6745704075721466,0,0.04320194228999958,0.010544182637512441,1.661311721801758,1.1629182052612304,,,0,0.155,2,cloud,0,0,0.0,0.8,0.30187996497709774,0.845,1.0,0.2550885704056476,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1182,Random,2,cloud,0,0,0.3,0,0,1,36.359158221180614,120.0,0.04631419957632171,0.4626099216739811,0.6811590620541205,0,0.04346690773260547,0.0028472918437162428,1.8535171604156495,1.2974620122909546,,,0,0.155,2,cloud,0,0,0.0,0.8,0.30299298517650514,0.845,1.0,0.25602907247414686,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1183,Random,1,edge,0,0,0.3,0,0,1,36.12439152608042,20.384087201341135,0.031718164047575104,0.7467063639535775,0.7576630800784174,1,0.02879427356531796,0.0029238904822571393,1.4143611907958984,0.9900528335571288,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1184,Random,1,edge,0,0,0.3,0,1,0,35.94795717007985,31.508847979848127,0.030981767277900536,0.7493957180263319,0.7572421510492832,1,0.029147203457015887,0.0018345638208846484,1.393895492553711,0.9757268447875976,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1185,Random,0,terminal,0,0,0.3,0,0,1,35.83152584870654,46.18312527803786,0.05934025045135143,0.5444255193602288,0.4799689952688263,0,0.05934025045135143,0.0,1.2326432132720948,0.8628502492904663,,,0,0.155,0,terminal,0,0,0.0,0.8,0.7758575374227874,0.845,1.0,0.6555996191222553,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1186,Random,0,terminal,0,0,0.3,0,0,1,36.39919069002346,46.81813135305928,0.06151354707797251,0.544470909302385,0.4876740315076349,0,0.06151354707797251,0.0,2.1317341423034666,1.4922138996124266,,,0,0.155,0,terminal,0,0,0.0,0.8,0.7774592799429402,0.845,1.0,0.6569530915517844,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1187,Random,1,edge,0,0,0.3,0,0,1,36.176132741950546,18.885746739188573,0.03102765273742536,0.7500765671586748,0.760467850557109,0,0.02945870371795285,0.0015689490194725117,1.5507299900054932,1.0855109930038451,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1188,Random,1,edge,0,0,0.3,0,0,1,35.90623340159086,25.114854554635354,0.029150242697505314,0.744493604273463,0.7516321309039758,1,0.028078735999005656,0.001071506698499657,1.1211345958709718,0.7847942171096802,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1189,Random,0,terminal,0,0,0.3,0,0,1,36.49800612267368,48.34378403313822,0.06121024110365832,0.5452652332901183,0.4855978909004175,0,0.06121024110365832,0.0,1.8894719219207763,1.3226303453445434,,,0,0.155,0,terminal,0,0,0.0,0.8,0.7549679209566091,0.845,1.0,0.6379478932083347,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1190,Random,1,edge,0,0,0.3,0,0,1,36.60907412761834,21.596313303234272,0.03319723745607984,0.7460255148212346,0.7734036901943817,1,0.02974719394596701,0.0034500435101128273,2.1796744728088377,1.5257721309661862,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1191,Random,0,terminal,0,0,0.3,0,0,1,36.22500189039465,41.39645703684653,0.05914447169922947,0.541883682599482,0.48244708139075276,0,0.05914447169922947,0.0,1.5218079471588135,1.0652655630111694,,,0,0.155,0,terminal,0,0,0.0,0.8,0.8750749335420464,0.845,1.0,0.7394383188430291,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1192,Random,0,terminal,0,0,0.3,0,0,1,36.436921537306176,45.24762231831562,0.061607884249406365,0.5456056578562898,0.4865925142846605,0,0.061607884249406365,0.0,2.0055332660675047,1.4038732862472532,,,0,0.155,0,terminal,0,0,0.0,0.8,0.8052781487825716,0.845,1.0,0.680460035721273,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1193,Random,2,cloud,0,0,0.3,0,0,1,36.311444261146114,109.26797183550146,0.045410510049535356,0.46292197752630493,0.6693197145566722,0,0.04258841222032085,0.002822097829214508,1.5081375408172608,1.0556962785720825,,,0,0.155,2,cloud,0,0,0.0,0.8,0.33231553264127145,0.845,1.0,0.2808066250818744,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1194,Random,1,edge,0,0,0.3,0,0,1,35.758440105604244,16.791496093835892,0.031942230491033084,0.7432340333786287,0.751939428843357,1,0.027920783318196196,0.0040214471728368855,1.1360755157470703,0.7952528610229492,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1195,Random,1,edge,0,0,0.3,0,0,1,35.916724900184335,25.537072355505316,0.03016825775314349,0.7462297695609375,0.7569308109057513,1,0.028677938081516217,0.001490319671627273,1.3787580394744874,0.9651306276321411,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1196,Random,2,cloud,0,0,0.3,0,0,1,35.526404415690635,120.0,0.041227723030419945,0.462468078104743,0.6360737080327024,0,0.039828873825659646,0.0013988492047602996,0.5382789325714111,0.37679525279998777,,,0,0.155,2,cloud,0,0,0.0,0.8,0.2960533701307553,0.845,1.0,0.2501650977604882,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1197,Random,2,cloud,0,0,0.3,0,0,1,36.05595075777275,101.02468025269276,0.04735396089360637,0.46476594392640025,0.6716830204924111,0,0.04318314930320094,0.004170811590405432,1.5770803356170655,1.1039562349319458,,,0,0.155,2,cloud,0,0,0.0,0.8,0.35690239917202504,0.845,1.0,0.30158252730036117,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1198,Random,2,cloud,0,0,0.3,0,0,1,35.30974359980973,120.0,0.039619287377671765,0.46397161993866687,0.624663393914335,0,0.03924682789965351,0.0003724594780182585,0.20541515350341796,0.14379060745239255,,,0,0.155,2,cloud,0,0,0.0,0.8,0.29424786333174774,0.845,1.0,0.24863944451532682,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1199,Random,1,edge,0,0,0.3,0,0,1,35.65372527687724,18.40412363447727,0.029642101042122393,0.7481021046748804,0.7479806416400621,1,0.028346507604945524,0.0012955934371768705,0.9435980701446534,0.6605186491012573,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1200,Random,2,cloud,0,0,0.3,0,0,1,36.24385528691797,98.89668913253277,0.0448655336063205,0.460226949710781,0.6676092461021147,0,0.04185866862454098,0.003006864981779515,1.4582394409179686,1.020767608642578,,,0,0.155,2,cloud,0,0,0.0,0.8,0.3664819884753381,0.845,1.0,0.3096772802616607,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1201,Random,1,edge,0,0,0.3,0,0,1,36.31871971508877,16.646490700342177,0.030426017687854943,0.7401361698264686,0.7579504627872161,1,0.02788265491123079,0.0025433627766241556,1.4283338260650635,0.9998336782455444,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1202,Random,2,cloud,0,0,0.3,0,0,1,36.33987929313574,120.0,0.04535372003579529,0.460226949710781,0.6750071112925183,0,0.042450497839773275,0.0029032221960220168,1.6740513229370118,1.1718359260559081,,,0,0.155,2,cloud,0,0,0.0,0.8,0.3028323274427978,0.845,1.0,0.25589331668916415,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1203,Random,2,cloud,0,0,0.3,0,0,1,35.774505251034526,120.0,0.04142546823140109,0.4601418435692381,0.6452643385585616,0,0.04005235266991731,0.0013731155614837847,0.8063896942138672,0.564472785949707,,,0,0.155,2,cloud,0,0,0.0,0.8,0.2981208770919544,0.845,1.0,0.25191214114270144,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1204,Random,1,edge,0,0,0.3,0,0,1,36.373021480976995,18.472388202997795,0.029816145497468437,0.74023829719632,0.7626987088590832,0,0.028213672693417548,0.0016024728040508896,1.6591950035095215,1.161436502456665,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1205,Random,2,cloud,0,0,0.3,0,0,1,36.48131418195247,120.0,0.04612350931861672,0.46017021228308574,0.6822631145619665,0,0.04301849586723618,0.003105013451380538,1.8857247829437256,1.3200073480606078,,,0,0.155,2,cloud,0,0,0.0,0.8,0.3040109515162706,0.845,1.0,0.2568892540312487,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1206,Random,1,edge,0,0,0.3,0,1,0,35.745750440240045,23.310897023558752,0.027456787887780193,0.7403063821095542,0.7418337070194804,1,0.026832317933485554,0.0006244699542946392,0.6447322273254394,0.4513125591278076,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1207,Random,2,cloud,0,0,0.3,0,0,1,36.54040632015543,106.92737880863257,0.04900264329883004,0.4602553184246286,0.6819649673531487,0,0.043013367441670176,0.0059892758571598636,1.8770271778106689,1.313919024467468,,,0,0.155,2,cloud,0,0,0.0,0.8,0.34173105828724765,0.845,1.0,0.28876274425272425,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1208,Random,0,terminal,0,0,0.3,0,0,1,36.397311969018865,39.7071505077826,0.05906637327129481,0.5401815597686248,0.4842958119724147,0,0.05906637327129481,0.0,1.7375339794158935,1.2162737855911254,,,0,0.155,0,terminal,0,0,0.0,0.8,0.9166437657591419,0.845,1.0,0.7745639820664748,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1209,Random,2,cloud,0,0,0.3,0,1,1,36.59673553483506,120.0,0.05192552245674156,0.46019858099693334,0.6825873634227331,0,0.043050676893143985,0.00887484556359758,1.8951838302612305,1.3266286811828614,,,0,0.155,2,cloud,0,0,0.0,0.8,0.30497279612362554,0.845,1.0,0.2577020127244636,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1210,Random,1,edge,0,0,0.3,0,0,1,35.53876286033953,19.762737574452103,0.029362016937839085,0.7406808491323429,0.7498460919834826,1,0.02741952642598075,0.0019424905118583338,1.0342968368530274,0.7240077857971191,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1211,Random,2,cloud,0,0,0.3,0,0,1,36.14778072794585,106.443284129316,0.05628986447611627,0.4603971619938667,0.6667548345494239,0,0.04182776240260458,0.014462102073511694,1.4333143901824952,1.0033200731277465,,,0,0.155,2,cloud,0,0,0.0,0.8,0.3395966314232711,0.845,1.0,0.2869591535526641,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1212,Random,1,edge,0,0,0.3,0,0,1,35.92232715492421,21.449215417733605,0.02989512452776664,0.7405446793058743,0.7567569878890781,1,0.027860962094270733,0.0020341624334959075,1.3703067111968994,0.9592146978378295,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1213,Random,2,cloud,0,0,0.3,0,1,0,36.22792039804515,120.0,0.051083059030088494,0.4602553184246286,0.6803635136609623,0,0.04288525114629527,0.00819780788379323,1.8303092765808104,1.2812164936065673,,,0,0.155,2,cloud,0,0,0.0,0.8,0.30189933665037627,0.845,1.0,0.2551049394695679,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1214,Random,0,terminal,0,0,0.3,0,0,1,36.60235952125285,46.6114472676639,0.060144034465432775,0.5402042547397029,0.4881162332376313,0,0.060144034465432775,0.0,2.1833341026306154,1.5283338718414308,,,0,0.155,0,terminal,0,0,0.0,0.8,0.7852654587416185,0.845,1.0,0.6635493126366676,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1215,Random,0,terminal,0,0,0.3,0,0,1,35.63771206865062,44.13173275661285,0.057064300535944086,0.5403858145083277,0.47689023377867645,0,0.057064300535944086,0.0,0.8733864307403565,0.6113705015182495,,,0,0.155,0,terminal,0,0,0.0,0.8,0.8075303153219278,0.845,1.0,0.682363116447029,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1216,Random,1,edge,0,0,0.3,0,0,1,35.99044291273763,14.33013267772686,0.031841483474684545,0.7403404245661714,0.7597820382908146,1,0.028033696032928598,0.00380778744175595,1.5173855876922608,1.0621699113845826,,,0,0.155,1,edge,0,0,0.0,0.8,1.0,0.845,1.0,0.845,0,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1217,Random,2,cloud,0,0,0.3,0,1,1,35.99193361263218,120.0,0.04560645949900978,0.4607092178461905,0.652400521309298,0,0.040748069630905756,0.004858389868104024,1.0145677280426026,0.7101974096298218,,,0,0.155,2,cloud,0,0,0.0,0.8,0.2999327801052682,0.845,1.0,0.25344319918895164,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
1218,Random,2,cloud,0,0,0.3,0,0,1,35.81738044782644,120.0,0.04450686901181319,0.4603120558523238,0.6583901375994191,0,0.04113986329546477,0.0033670057163484183,1.1892979145050049,0.8325085401535034,,,0,0.155,2,cloud,0,0,0.0,0.8,0.2984781703985536,0.845,1.0,0.2522140539867778,1,,,3000,58.9547,0.046344,0.2837,27.4809,27.4809,32.9749,,60.409,74.2221,76.1815,75.2018,0.6033,71.6333,27.4809,0,0.0,0,0.0,0.0
