metric,value
static_reorchestration_trigger_percent,0.0
static_reorchestration_count,0.0
avg_dt_recovery_time_ms,0.000672658816687266
false_alarm_proxy_percent_pre_below_gamma_measured_safe,0.0
missed_risk_proxy_percent_pre_safe_measured_below_gamma,0.16666666666666669
