metric,value
terminal_action_percent,0.0
edge_action_percent,100.0
cloud_action_percent,0.0
overall_deadline_completion_percent,84.66666666666667
deadline_violation_percent,15.333333333333332
high_priority_completion_percent,100.0
avg_timeliness,0.9983158294384069
avg_reliability,0.8545861666666522
avg_availability,1.0
avg_dtt_score,0.8531630425421066
