algorithm,fpr,tpr,recall,precision,threshold_score
DT-FedDQL,0.0,0.04763967085318319,0.04763967085318319,1.0,0.996
DT-FedDQL,0.0,0.04807275877003032,0.04807275877003032,1.0,0.996
DT-FedDQL,0.0,0.048505846686877435,0.048505846686877435,1.0,0.996
DT-FedDQL,0.0,0.04893893460372455,0.04893893460372455,1.0,0.996
DT-FedDQL,0.0,0.04937202252057168,0.04937202252057168,1.0,0.996
DT-FedDQL,0.0,0.049805110437418795,0.049805110437418795,1.0,0.996
DT-FedDQL,0.0,0.05023819835426591,0.05023819835426591,1.0,0.996
DT-FedDQL,0.0,0.05067128627111304,0.05067128627111304,1.0,0.996
DT-FedDQL,0.0,0.051104374187960155,0.051104374187960155,1.0,0.996
DT-FedDQL,0.0,0.05153746210480727,0.05153746210480727,1.0,0.996
DT-FedDQL,0.0,0.0519705500216544,0.0519705500216544,1.0,0.996
DT-FedDQL,0.0,0.052403637938501516,0.052403637938501516,1.0,0.996
DT-FedDQL,0.0,0.05283672585534863,0.05283672585534863,1.0,0.996
DT-FedDQL,0.0,0.05326981377219576,0.05326981377219576,1.0,0.996
DT-FedDQL,0.0,0.053702901689042876,0.053702901689042876,1.0,0.996
DT-FedDQL,0.0,0.05413598960588999,0.05413598960588999,1.0,0.996
DT-FedDQL,0.0,0.05456907752273712,0.05456907752273712,1.0,0.996
DT-FedDQL,0.0,0.055002165439584236,0.055002165439584236,1.0,0.996
DT-FedDQL,0.0,0.055435253356431353,0.055435253356431353,1.0,0.996
DT-FedDQL,0.0,0.05586834127327848,0.05586834127327848,1.0,0.996
DT-FedDQL,0.0,0.056301429190125596,0.056301429190125596,1.0,0.996
DT-FedDQL,0.0,0.056734517106972714,0.056734517106972714,1.0,0.996
DT-FedDQL,0.0,0.05716760502381984,0.05716760502381984,1.0,0.8975
DT-FedDQL,0.001447178002894356,0.05716760502381984,0.05716760502381984,0.9924812030075187,0.8975
DT-FedDQL,0.001447178002894356,0.057600692940666956,0.057600692940666956,0.9925373134328358,0.8975
DT-FedDQL,0.001447178002894356,0.058033780857514074,0.058033780857514074,0.9925925925925926,0.8975
DT-FedDQL,0.001447178002894356,0.0584668687743612,0.0584668687743612,0.9926470588235294,0.8975
DT-FedDQL,0.001447178002894356,0.058899956691208316,0.058899956691208316,0.9927007299270073,0.8975
DT-FedDQL,0.001447178002894356,0.059333044608055434,0.059333044608055434,0.9927536231884058,0.8975
DT-FedDQL,0.001447178002894356,0.05976613252490256,0.05976613252490256,0.9928057553956835,0.8975
DT-FedDQL,0.001447178002894356,0.060199220441749676,0.060199220441749676,0.9928571428571429,0.8975
DT-FedDQL,0.002894356005788712,0.060199220441749676,0.060199220441749676,0.9858156028368794,0.8975
DT-FedDQL,0.002894356005788712,0.060632308358596794,0.060632308358596794,0.9859154929577465,0.8975
DT-FedDQL,0.002894356005788712,0.06106539627544391,0.06106539627544391,0.986013986013986,0.8975
DT-FedDQL,0.002894356005788712,0.061498484192291036,0.061498484192291036,0.9861111111111112,0.8975
DT-FedDQL,0.002894356005788712,0.061931572109138154,0.061931572109138154,0.9862068965517241,0.8975
DT-FedDQL,0.002894356005788712,0.06236466002598527,0.06236466002598527,0.9863013698630136,0.8975
DT-FedDQL,0.004341534008683068,0.06236466002598527,0.06236466002598527,0.9795918367346939,0.8975
DT-FedDQL,0.004341534008683068,0.0627977479428324,0.0627977479428324,0.9797297297297297,0.8975
DT-FedDQL,0.004341534008683068,0.06323083585967952,0.06323083585967952,0.9798657718120806,0.8975
DT-FedDQL,0.004341534008683068,0.06366392377652663,0.06366392377652663,0.98,0.8975
DT-FedDQL,0.004341534008683068,0.06409701169337376,0.06409701169337376,0.9801324503311258,0.8975
DT-FedDQL,0.004341534008683068,0.06453009961022088,0.06453009961022088,0.9802631578947368,0.8975
DT-FedDQL,0.004341534008683068,0.06496318752706799,0.06496318752706799,0.9803921568627451,0.8975
DT-FedDQL,0.005788712011577424,0.06496318752706799,0.06496318752706799,0.974025974025974,0.8975
DT-FedDQL,0.005788712011577424,0.06539627544391512,0.06539627544391512,0.9741935483870968,0.8975
DT-FedDQL,0.005788712011577424,0.06582936336076224,0.06582936336076224,0.9743589743589743,0.8975
DT-FedDQL,0.005788712011577424,0.06626245127760935,0.06626245127760935,0.9745222929936306,0.8975
DT-FedDQL,0.005788712011577424,0.06669553919445648,0.06669553919445648,0.9746835443037974,0.8975
DT-FedDQL,0.005788712011577424,0.0671286271113036,0.0671286271113036,0.9748427672955975,0.8975
