algorithm,fpr,tpr,recall,precision,threshold_score
FedDQL-Federated,0.0963855421686747,0.125,0.125,0.8202247191011236,0.845
FedDQL-Federated,0.0963855421686747,0.1254280821917808,0.1254280821917808,0.8207282913165266,0.845
FedDQL-Federated,0.0963855421686747,0.12585616438356165,0.12585616438356165,0.8212290502793296,0.845
FedDQL-Federated,0.09789156626506024,0.12585616438356165,0.12585616438356165,0.8189415041782729,0.845
FedDQL-Federated,0.09789156626506024,0.12628424657534246,0.12628424657534246,0.8194444444444444,0.845
FedDQL-Federated,0.09789156626506024,0.1267123287671233,0.1267123287671233,0.8199445983379502,0.845
FedDQL-Federated,0.09789156626506024,0.1271404109589041,0.1271404109589041,0.8204419889502762,0.845
FedDQL-Federated,0.09789156626506024,0.12756849315068494,0.12756849315068494,0.8209366391184573,0.845
FedDQL-Federated,0.09789156626506024,0.12799657534246575,0.12799657534246575,0.8214285714285714,0.845
FedDQL-Federated,0.09939759036144578,0.12799657534246575,0.12799657534246575,0.8191780821917808,0.845
FedDQL-Federated,0.09939759036144578,0.1284246575342466,0.1284246575342466,0.819672131147541,0.845
FedDQL-Federated,0.09939759036144578,0.1288527397260274,0.1288527397260274,0.8201634877384196,0.845
FedDQL-Federated,0.09939759036144578,0.1292808219178082,0.1292808219178082,0.8206521739130435,0.845
FedDQL-Federated,0.09939759036144578,0.12970890410958905,0.12970890410958905,0.8211382113821138,0.845
FedDQL-Federated,0.09939759036144578,0.13013698630136986,0.13013698630136986,0.8216216216216217,0.845
FedDQL-Federated,0.09939759036144578,0.1305650684931507,0.1305650684931507,0.8221024258760108,0.845
FedDQL-Federated,0.09939759036144578,0.1309931506849315,0.1309931506849315,0.8225806451612904,0.845
FedDQL-Federated,0.09939759036144578,0.13142123287671234,0.13142123287671234,0.8230563002680965,0.845
FedDQL-Federated,0.09939759036144578,0.13184931506849315,0.13184931506849315,0.8235294117647058,0.845
FedDQL-Federated,0.09939759036144578,0.13227739726027396,0.13227739726027396,0.824,0.845
FedDQL-Federated,0.09939759036144578,0.1327054794520548,0.1327054794520548,0.824468085106383,0.845
FedDQL-Federated,0.09939759036144578,0.1331335616438356,0.1331335616438356,0.8249336870026526,0.845
FedDQL-Federated,0.09939759036144578,0.13356164383561644,0.13356164383561644,0.8253968253968254,0.845
FedDQL-Federated,0.09939759036144578,0.13398972602739725,0.13398972602739725,0.8258575197889182,0.845
FedDQL-Federated,0.09939759036144578,0.1344178082191781,0.1344178082191781,0.8263157894736842,0.845
FedDQL-Federated,0.09939759036144578,0.1348458904109589,0.1348458904109589,0.8267716535433071,0.845
FedDQL-Federated,0.09939759036144578,0.13527397260273974,0.13527397260273974,0.8272251308900523,0.845
FedDQL-Federated,0.09939759036144578,0.13570205479452055,0.13570205479452055,0.8276762402088773,0.845
FedDQL-Federated,0.09939759036144578,0.13613013698630136,0.13613013698630136,0.828125,0.845
FedDQL-Federated,0.09939759036144578,0.1365582191780822,0.1365582191780822,0.8285714285714286,0.845
FedDQL-Federated,0.09939759036144578,0.136986301369863,0.136986301369863,0.8290155440414507,0.845
FedDQL-Federated,0.09939759036144578,0.13741438356164384,0.13741438356164384,0.8294573643410853,0.845
FedDQL-Federated,0.09939759036144578,0.13784246575342465,0.13784246575342465,0.8298969072164949,0.845
FedDQL-Federated,0.09939759036144578,0.1382705479452055,0.1382705479452055,0.8303341902313625,0.845
FedDQL-Federated,0.09939759036144578,0.1386986301369863,0.1386986301369863,0.8307692307692308,0.845
FedDQL-Federated,0.10090361445783133,0.1386986301369863,0.1386986301369863,0.8286445012787724,0.845
FedDQL-Federated,0.10240963855421686,0.1386986301369863,0.1386986301369863,0.826530612244898,0.845
FedDQL-Federated,0.10391566265060241,0.1386986301369863,0.1386986301369863,0.8244274809160306,0.845
FedDQL-Federated,0.10391566265060241,0.1391267123287671,0.1391267123287671,0.8248730964467005,0.845
FedDQL-Federated,0.10391566265060241,0.13955479452054795,0.13955479452054795,0.8253164556962025,0.845
FedDQL-Federated,0.10391566265060241,0.13998287671232876,0.13998287671232876,0.8257575757575758,0.845
FedDQL-Federated,0.10391566265060241,0.1404109589041096,0.1404109589041096,0.8261964735516373,0.845
FedDQL-Federated,0.10542168674698796,0.1404109589041096,0.1404109589041096,0.8241206030150754,0.845
FedDQL-Federated,0.10542168674698796,0.1408390410958904,0.1408390410958904,0.8245614035087719,0.845
FedDQL-Federated,0.10542168674698796,0.14126712328767124,0.14126712328767124,0.825,0.845
FedDQL-Federated,0.10542168674698796,0.14169520547945205,0.14169520547945205,0.8254364089775561,0.845
FedDQL-Federated,0.10542168674698796,0.1421232876712329,0.1421232876712329,0.8258706467661692,0.845
FedDQL-Federated,0.10542168674698796,0.1425513698630137,0.1425513698630137,0.826302729528536,0.845
FedDQL-Federated,0.10542168674698796,0.1429794520547945,0.1429794520547945,0.8267326732673267,0.845
FedDQL-Federated,0.10692771084337349,0.1429794520547945,0.1429794520547945,0.8246913580246914,0.845
FedDQL-Federated,0.10692771084337349,0.14340753424657535,0.14340753424657535,0.8251231527093597,0.845
FedDQL-Federated,0.10692771084337349,0.14383561643835616,0.14383561643835616,0.8255528255528255,0.845
FedDQL-Federated,0.10843373493975904,0.14383561643835616,0.14383561643835616,0.8235294117647058,0.845
FedDQL-Federated,0.10993975903614457,0.14383561643835616,0.14383561643835616,0.8215158924205379,0.845
FedDQL-Federated,0.10993975903614457,0.144263698630137,0.144263698630137,0.8219512195121951,0.845
FedDQL-Federated,0.10993975903614457,0.1446917808219178,0.1446917808219178,0.8223844282238443,0.845
FedDQL-Federated,0.10993975903614457,0.14511986301369864,0.14511986301369864,0.8228155339805825,0.845
FedDQL-Federated,0.10993975903614457,0.14554794520547945,0.14554794520547945,0.8232445520581114,0.845
FedDQL-Federated,0.10993975903614457,0.14597602739726026,0.14597602739726026,0.8236714975845411,0.845
FedDQL-Federated,0.11144578313253012,0.14597602739726026,0.14597602739726026,0.8216867469879519,0.845
FedDQL-Federated,0.11144578313253012,0.1464041095890411,0.1464041095890411,0.8221153846153846,0.845
FedDQL-Federated,0.11144578313253012,0.1468321917808219,0.1468321917808219,0.8225419664268585,0.845
FedDQL-Federated,0.11144578313253012,0.14726027397260275,0.14726027397260275,0.8229665071770335,0.845
FedDQL-Federated,0.11144578313253012,0.14768835616438356,0.14768835616438356,0.8233890214797136,0.845
FedDQL-Federated,0.11144578313253012,0.1481164383561644,0.1481164383561644,0.8238095238095238,0.845
FedDQL-Federated,0.11295180722891567,0.1481164383561644,0.1481164383561644,0.8218527315914489,0.845
FedDQL-Federated,0.11295180722891567,0.1485445205479452,0.1485445205479452,0.8222748815165877,0.845
FedDQL-Federated,0.1144578313253012,0.1485445205479452,0.1485445205479452,0.8203309692671394,0.845
FedDQL-Federated,0.1144578313253012,0.14897260273972604,0.14897260273972604,0.8207547169811321,0.845
FedDQL-Federated,0.1144578313253012,0.14940068493150685,0.14940068493150685,0.8211764705882353,0.845
FedDQL-Federated,0.1144578313253012,0.14982876712328766,0.14982876712328766,0.8215962441314554,0.845
FedDQL-Federated,0.11596385542168675,0.14982876712328766,0.14982876712328766,0.819672131147541,0.845
FedDQL-Federated,0.11596385542168675,0.1502568493150685,0.1502568493150685,0.8200934579439252,0.845
FedDQL-Federated,0.11596385542168675,0.1506849315068493,0.1506849315068493,0.8205128205128205,0.845
FedDQL-Federated,0.11596385542168675,0.15111301369863014,0.15111301369863014,0.8209302325581396,0.845
FedDQL-Federated,0.11596385542168675,0.15154109589041095,0.15154109589041095,0.8213457076566125,0.845
FedDQL-Federated,0.11596385542168675,0.1519691780821918,0.1519691780821918,0.8217592592592593,0.845
FedDQL-Federated,0.11596385542168675,0.1523972602739726,0.1523972602739726,0.8221709006928406,0.845
FedDQL-Federated,0.11596385542168675,0.1528253424657534,0.1528253424657534,0.8225806451612904,0.845
FedDQL-Federated,0.11746987951807229,0.1528253424657534,0.1528253424657534,0.8206896551724138,0.845
FedDQL-Federated,0.11746987951807229,0.15325342465753425,0.15325342465753425,0.8211009174311926,0.845
FedDQL-Federated,0.11897590361445783,0.15325342465753425,0.15325342465753425,0.8192219679633868,0.845
FedDQL-Federated,0.11897590361445783,0.15368150684931506,0.15368150684931506,0.819634703196347,0.845
FedDQL-Federated,0.11897590361445783,0.1541095890410959,0.1541095890410959,0.8200455580865603,0.845
FedDQL-Federated,0.11897590361445783,0.1545376712328767,0.1545376712328767,0.8204545454545454,0.845
FedDQL-Federated,0.11897590361445783,0.15496575342465754,0.15496575342465754,0.8208616780045351,0.845
FedDQL-Federated,0.12048192771084337,0.15496575342465754,0.15496575342465754,0.8190045248868778,0.845
FedDQL-Federated,0.12048192771084337,0.15539383561643835,0.15539383561643835,0.8194130925507901,0.845
FedDQL-Federated,0.12048192771084337,0.1558219178082192,0.1558219178082192,0.8198198198198198,0.845
FedDQL-Federated,0.12048192771084337,0.15625,0.15625,0.8202247191011236,0.845
FedDQL-Federated,0.12048192771084337,0.1566780821917808,0.1566780821917808,0.820627802690583,0.845
FedDQL-Federated,0.12048192771084337,0.15710616438356165,0.15710616438356165,0.8210290827740492,0.845
FedDQL-Federated,0.12048192771084337,0.15753424657534246,0.15753424657534246,0.8214285714285714,0.845
FedDQL-Federated,0.12198795180722892,0.15753424657534246,0.15753424657534246,0.8195991091314031,0.845
FedDQL-Federated,0.12198795180722892,0.1579623287671233,0.1579623287671233,0.82,0.845
FedDQL-Federated,0.12198795180722892,0.1583904109589041,0.1583904109589041,0.8203991130820399,0.845
FedDQL-Federated,0.12349397590361445,0.1583904109589041,0.1583904109589041,0.8185840707964602,0.845
FedDQL-Federated,0.12349397590361445,0.15881849315068494,0.15881849315068494,0.8189845474613686,0.845
FedDQL-Federated,0.125,0.15881849315068494,0.15881849315068494,0.8171806167400881,0.845
FedDQL-Federated,0.125,0.15924657534246575,0.15924657534246575,0.8175824175824176,0.845
FedDQL-Federated,0.125,0.1596746575342466,0.1596746575342466,0.8179824561403509,0.845
FedDQL-Federated,0.125,0.1601027397260274,0.1601027397260274,0.8183807439824945,0.845
FedDQL-Federated,0.12650602409638553,0.1601027397260274,0.1601027397260274,0.8165938864628821,0.845
FedDQL-Federated,0.1280120481927711,0.1601027397260274,0.1601027397260274,0.8148148148148148,0.845
FedDQL-Federated,0.1280120481927711,0.1605308219178082,0.1605308219178082,0.8152173913043478,0.845
FedDQL-Federated,0.1280120481927711,0.16095890410958905,0.16095890410958905,0.8156182212581344,0.845
FedDQL-Federated,0.1280120481927711,0.16138698630136986,0.16138698630136986,0.816017316017316,0.845
FedDQL-Federated,0.1280120481927711,0.1618150684931507,0.1618150684931507,0.816414686825054,0.845
FedDQL-Federated,0.1280120481927711,0.1622431506849315,0.1622431506849315,0.8168103448275862,0.845
FedDQL-Federated,0.12951807228915663,0.1622431506849315,0.1622431506849315,0.8150537634408602,0.845
FedDQL-Federated,0.12951807228915663,0.16267123287671234,0.16267123287671234,0.8154506437768241,0.845
FedDQL-Federated,0.12951807228915663,0.16309931506849315,0.16309931506849315,0.815845824411135,0.845
FedDQL-Federated,0.12951807228915663,0.16352739726027396,0.16352739726027396,0.8162393162393162,0.845
FedDQL-Federated,0.12951807228915663,0.1639554794520548,0.1639554794520548,0.8166311300639659,0.845
FedDQL-Federated,0.12951807228915663,0.1643835616438356,0.1643835616438356,0.8170212765957446,0.845
FedDQL-Federated,0.12951807228915663,0.16481164383561644,0.16481164383561644,0.8174097664543525,0.845
FedDQL-Federated,0.12951807228915663,0.16523972602739725,0.16523972602739725,0.8177966101694916,0.845
FedDQL-Federated,0.12951807228915663,0.1656678082191781,0.1656678082191781,0.8181818181818182,0.845
FedDQL-Federated,0.13102409638554216,0.1656678082191781,0.1656678082191781,0.8164556962025317,0.845
FedDQL-Federated,0.13102409638554216,0.1660958904109589,0.1660958904109589,0.8168421052631579,0.845
FedDQL-Federated,0.13102409638554216,0.16652397260273974,0.16652397260273974,0.8172268907563025,0.845
FedDQL-Federated,0.13102409638554216,0.16695205479452055,0.16695205479452055,0.8176100628930818,0.845
FedDQL-Federated,0.13102409638554216,0.16738013698630136,0.16738013698630136,0.8179916317991632,0.845
FedDQL-Federated,0.13253012048192772,0.16738013698630136,0.16738013698630136,0.8162839248434238,0.845
FedDQL-Federated,0.13253012048192772,0.1678082191780822,0.1678082191780822,0.8166666666666667,0.845
FedDQL-Federated,0.13253012048192772,0.168236301369863,0.168236301369863,0.817047817047817,0.845
FedDQL-Federated,0.13253012048192772,0.16866438356164384,0.16866438356164384,0.8174273858921162,0.845
FedDQL-Federated,0.13253012048192772,0.16909246575342465,0.16909246575342465,0.8178053830227743,0.845
FedDQL-Federated,0.13253012048192772,0.1695205479452055,0.1695205479452055,0.8181818181818182,0.845
FedDQL-Federated,0.13253012048192772,0.1699486301369863,0.1699486301369863,0.8185567010309278,0.845
FedDQL-Federated,0.13253012048192772,0.1703767123287671,0.1703767123287671,0.8189300411522634,0.845
FedDQL-Federated,0.13253012048192772,0.17080479452054795,0.17080479452054795,0.8193018480492813,0.845
FedDQL-Federated,0.13253012048192772,0.17123287671232876,0.17123287671232876,0.819672131147541,0.845
FedDQL-Federated,0.13253012048192772,0.1716609589041096,0.1716609589041096,0.820040899795501,0.845
FedDQL-Federated,0.13253012048192772,0.1720890410958904,0.1720890410958904,0.8204081632653061,0.845
FedDQL-Federated,0.13403614457831325,0.1720890410958904,0.1720890410958904,0.8187372708757638,0.845
FedDQL-Federated,0.13403614457831325,0.17251712328767124,0.17251712328767124,0.8191056910569106,0.845
FedDQL-Federated,0.13403614457831325,0.17294520547945205,0.17294520547945205,0.8194726166328601,0.845
FedDQL-Federated,0.13403614457831325,0.1733732876712329,0.1733732876712329,0.819838056680162,0.845
FedDQL-Federated,0.13403614457831325,0.1738013698630137,0.1738013698630137,0.8202020202020202,0.845
FedDQL-Federated,0.13403614457831325,0.1742294520547945,0.1742294520547945,0.8205645161290323,0.845
FedDQL-Federated,0.13403614457831325,0.17465753424657535,0.17465753424657535,0.8209255533199196,0.845
FedDQL-Federated,0.13403614457831325,0.17508561643835616,0.17508561643835616,0.821285140562249,0.845
FedDQL-Federated,0.13403614457831325,0.175513698630137,0.175513698630137,0.8216432865731463,0.845
FedDQL-Federated,0.13403614457831325,0.1759417808219178,0.1759417808219178,0.822,0.845
FedDQL-Federated,0.13403614457831325,0.17636986301369864,0.17636986301369864,0.8223552894211577,0.845
FedDQL-Federated,0.1355421686746988,0.17636986301369864,0.17636986301369864,0.8207171314741036,0.845
FedDQL-Federated,0.1355421686746988,0.17679794520547945,0.17679794520547945,0.8210735586481114,0.845
FedDQL-Federated,0.1355421686746988,0.17722602739726026,0.17722602739726026,0.8214285714285714,0.845
FedDQL-Federated,0.1355421686746988,0.1776541095890411,0.1776541095890411,0.8217821782178217,0.845
FedDQL-Federated,0.1355421686746988,0.1780821917808219,0.1780821917808219,0.8221343873517787,0.845
FedDQL-Federated,0.1355421686746988,0.17851027397260275,0.17851027397260275,0.8224852071005917,0.845
FedDQL-Federated,0.1355421686746988,0.17893835616438356,0.17893835616438356,0.8228346456692913,0.845
FedDQL-Federated,0.1355421686746988,0.1793664383561644,0.1793664383561644,0.8231827111984283,0.845
FedDQL-Federated,0.1355421686746988,0.1797945205479452,0.1797945205479452,0.8235294117647058,0.845
FedDQL-Federated,0.1355421686746988,0.18022260273972604,0.18022260273972604,0.8238747553816047,0.845
FedDQL-Federated,0.1355421686746988,0.18065068493150685,0.18065068493150685,0.82421875,0.845
FedDQL-Federated,0.1355421686746988,0.18107876712328766,0.18107876712328766,0.8245614035087719,0.845
FedDQL-Federated,0.13704819277108435,0.18107876712328766,0.18107876712328766,0.8229571984435797,0.845
FedDQL-Federated,0.13855421686746988,0.18107876712328766,0.18107876712328766,0.8213592233009709,0.845
FedDQL-Federated,0.14006024096385541,0.18107876712328766,0.18107876712328766,0.8197674418604651,0.845
FedDQL-Federated,0.14006024096385541,0.1815068493150685,0.1815068493150685,0.8201160541586073,0.845
FedDQL-Federated,0.14006024096385541,0.1819349315068493,0.1819349315068493,0.8204633204633205,0.845
FedDQL-Federated,0.14006024096385541,0.18236301369863014,0.18236301369863014,0.8208092485549133,0.845
FedDQL-Federated,0.14006024096385541,0.18279109589041095,0.18279109589041095,0.8211538461538461,0.845
FedDQL-Federated,0.14006024096385541,0.1832191780821918,0.1832191780821918,0.8214971209213052,0.845
FedDQL-Federated,0.14006024096385541,0.1836472602739726,0.1836472602739726,0.8218390804597702,0.845
FedDQL-Federated,0.14006024096385541,0.1840753424657534,0.1840753424657534,0.8221797323135756,0.845
FedDQL-Federated,0.14006024096385541,0.18450342465753425,0.18450342465753425,0.8225190839694656,0.845
FedDQL-Federated,0.14006024096385541,0.18493150684931506,0.18493150684931506,0.8228571428571428,0.845
FedDQL-Federated,0.14156626506024098,0.18493150684931506,0.18493150684931506,0.8212927756653993,0.845
FedDQL-Federated,0.14156626506024098,0.1853595890410959,0.1853595890410959,0.8216318785578748,0.845
FedDQL-Federated,0.1430722891566265,0.1853595890410959,0.1853595890410959,0.8200757575757576,0.845
FedDQL-Federated,0.1430722891566265,0.1857876712328767,0.1857876712328767,0.8204158790170132,0.845
FedDQL-Federated,0.1430722891566265,0.18621575342465754,0.18621575342465754,0.8207547169811321,0.845
FedDQL-Federated,0.1430722891566265,0.18664383561643835,0.18664383561643835,0.8210922787193974,0.845
FedDQL-Federated,0.1430722891566265,0.1870719178082192,0.1870719178082192,0.8214285714285714,0.845
FedDQL-Federated,0.1430722891566265,0.1875,0.1875,0.8217636022514071,0.845
FedDQL-Federated,0.14457831325301204,0.1875,0.1875,0.8202247191011236,0.845
FedDQL-Federated,0.14457831325301204,0.1879280821917808,0.1879280821917808,0.8205607476635514,0.845
FedDQL-Federated,0.14457831325301204,0.18835616438356165,0.18835616438356165,0.8208955223880597,0.845
FedDQL-Federated,0.14457831325301204,0.18878424657534246,0.18878424657534246,0.8212290502793296,0.845
FedDQL-Federated,0.14457831325301204,0.1892123287671233,0.1892123287671233,0.8215613382899628,0.845
FedDQL-Federated,0.14457831325301204,0.1896404109589041,0.1896404109589041,0.8218923933209648,0.845
FedDQL-Federated,0.1460843373493976,0.1896404109589041,0.1896404109589041,0.8203703703703704,0.845
FedDQL-Federated,0.1460843373493976,0.19006849315068494,0.19006849315068494,0.8207024029574861,0.845
FedDQL-Federated,0.1460843373493976,0.19049657534246575,0.19049657534246575,0.8210332103321033,0.845
FedDQL-Federated,0.1460843373493976,0.1909246575342466,0.1909246575342466,0.8213627992633518,0.845
FedDQL-Federated,0.1460843373493976,0.1913527397260274,0.1913527397260274,0.8216911764705882,0.845
FedDQL-Federated,0.1460843373493976,0.1917808219178082,0.1917808219178082,0.8220183486238533,0.845
FedDQL-Federated,0.1460843373493976,0.19220890410958905,0.19220890410958905,0.8223443223443223,0.845
FedDQL-Federated,0.1460843373493976,0.19263698630136986,0.19263698630136986,0.8226691042047533,0.845
FedDQL-Federated,0.1460843373493976,0.1930650684931507,0.1930650684931507,0.822992700729927,0.845
FedDQL-Federated,0.1460843373493976,0.1934931506849315,0.1934931506849315,0.8233151183970856,0.845
FedDQL-Federated,0.14759036144578314,0.1934931506849315,0.1934931506849315,0.8218181818181818,0.845
FedDQL-Federated,0.14759036144578314,0.19392123287671234,0.19392123287671234,0.822141560798548,0.845
FedDQL-Federated,0.14759036144578314,0.19434931506849315,0.19434931506849315,0.822463768115942,0.845
FedDQL-Federated,0.14759036144578314,0.19477739726027396,0.19477739726027396,0.8227848101265823,0.845
FedDQL-Federated,0.14909638554216867,0.19477739726027396,0.19477739726027396,0.8212996389891697,0.845
FedDQL-Federated,0.14909638554216867,0.1952054794520548,0.1952054794520548,0.8216216216216217,0.845
FedDQL-Federated,0.14909638554216867,0.1956335616438356,0.1956335616438356,0.8219424460431655,0.845
FedDQL-Federated,0.14909638554216867,0.19606164383561644,0.19606164383561644,0.822262118491921,0.845
FedDQL-Federated,0.14909638554216867,0.19648972602739725,0.19648972602739725,0.8225806451612904,0.845
FedDQL-Federated,0.14909638554216867,0.1969178082191781,0.1969178082191781,0.8228980322003577,0.845
FedDQL-Federated,0.14909638554216867,0.1973458904109589,0.1973458904109589,0.8232142857142857,0.845
FedDQL-Federated,0.14909638554216867,0.19777397260273974,0.19777397260273974,0.8235294117647058,0.845
FedDQL-Federated,0.15060240963855423,0.19777397260273974,0.19777397260273974,0.8220640569395018,0.845
FedDQL-Federated,0.15060240963855423,0.19820205479452055,0.19820205479452055,0.822380106571936,0.845
FedDQL-Federated,0.15210843373493976,0.19820205479452055,0.19820205479452055,0.8209219858156028,0.845
FedDQL-Federated,0.15210843373493976,0.19863013698630136,0.19863013698630136,0.8212389380530973,0.845
FedDQL-Federated,0.15210843373493976,0.1990582191780822,0.1990582191780822,0.8215547703180212,0.845
FedDQL-Federated,0.15210843373493976,0.199486301369863,0.199486301369863,0.8218694885361552,0.845
FedDQL-Federated,0.15210843373493976,0.19991438356164384,0.19991438356164384,0.8221830985915493,0.845
FedDQL-Federated,0.15210843373493976,0.20034246575342465,0.20034246575342465,0.8224956063268892,0.845
FedDQL-Federated,0.15210843373493976,0.2007705479452055,0.2007705479452055,0.8228070175438597,0.845
FedDQL-Federated,0.15210843373493976,0.2011986301369863,0.2011986301369863,0.8231173380035026,0.845
FedDQL-Federated,0.15210843373493976,0.2016267123287671,0.2016267123287671,0.8234265734265734,0.845
FedDQL-Federated,0.15210843373493976,0.20205479452054795,0.20205479452054795,0.8237347294938918,0.845
FedDQL-Federated,0.15210843373493976,0.20248287671232876,0.20248287671232876,0.8240418118466899,0.845
FedDQL-Federated,0.15210843373493976,0.2029109589041096,0.2029109589041096,0.8243478260869566,0.845
FedDQL-Federated,0.15210843373493976,0.2033390410958904,0.2033390410958904,0.8246527777777778,0.845
FedDQL-Federated,0.15210843373493976,0.20376712328767124,0.20376712328767124,0.8249566724436742,0.845
FedDQL-Federated,0.15210843373493976,0.20419520547945205,0.20419520547945205,0.8252595155709342,0.845
FedDQL-Federated,0.15210843373493976,0.2046232876712329,0.2046232876712329,0.8255613126079447,0.845
FedDQL-Federated,0.15210843373493976,0.2050513698630137,0.2050513698630137,0.8258620689655173,0.845
FedDQL-Federated,0.15210843373493976,0.2054794520547945,0.2054794520547945,0.8261617900172117,0.845
FedDQL-Federated,0.15210843373493976,0.20590753424657535,0.20590753424657535,0.8264604810996563,0.845
FedDQL-Federated,0.15210843373493976,0.20633561643835616,0.20633561643835616,0.8267581475128645,0.845
FedDQL-Federated,0.15210843373493976,0.206763698630137,0.206763698630137,0.827054794520548,0.845
FedDQL-Federated,0.15210843373493976,0.2071917808219178,0.2071917808219178,0.8273504273504273,0.845
FedDQL-Federated,0.15210843373493976,0.20761986301369864,0.20761986301369864,0.8276450511945392,0.845
FedDQL-Federated,0.15210843373493976,0.20804794520547945,0.20804794520547945,0.82793867120954,0.845
FedDQL-Federated,0.15210843373493976,0.20847602739726026,0.20847602739726026,0.8282312925170068,0.845
FedDQL-Federated,0.15210843373493976,0.2089041095890411,0.2089041095890411,0.8285229202037352,0.845
FedDQL-Federated,0.15210843373493976,0.2093321917808219,0.2093321917808219,0.8288135593220339,0.845
FedDQL-Federated,0.15210843373493976,0.20976027397260275,0.20976027397260275,0.8291032148900169,0.845
FedDQL-Federated,0.15210843373493976,0.21018835616438356,0.21018835616438356,0.8293918918918919,0.845
FedDQL-Federated,0.15210843373493976,0.2106164383561644,0.2106164383561644,0.8296795952782462,0.845
FedDQL-Federated,0.15210843373493976,0.2110445205479452,0.2110445205479452,0.82996632996633,0.845
FedDQL-Federated,0.15210843373493976,0.21147260273972604,0.21147260273972604,0.8302521008403362,0.845
FedDQL-Federated,0.15210843373493976,0.21190068493150685,0.21190068493150685,0.8305369127516778,0.845
FedDQL-Federated,0.1536144578313253,0.21190068493150685,0.21190068493150685,0.8291457286432161,0.845
FedDQL-Federated,0.1536144578313253,0.21232876712328766,0.21232876712328766,0.8294314381270903,0.845
FedDQL-Federated,0.1536144578313253,0.2127568493150685,0.2127568493150685,0.8297161936560935,0.845
FedDQL-Federated,0.1536144578313253,0.2131849315068493,0.2131849315068493,0.83,0.845
FedDQL-Federated,0.1536144578313253,0.21361301369863014,0.21361301369863014,0.8302828618968386,0.845
FedDQL-Federated,0.1536144578313253,0.21404109589041095,0.21404109589041095,0.8305647840531561,0.845
FedDQL-Federated,0.1536144578313253,0.2144691780821918,0.2144691780821918,0.8308457711442786,0.845
FedDQL-Federated,0.1536144578313253,0.2148972602739726,0.2148972602739726,0.8311258278145696,0.845
FedDQL-Federated,0.1536144578313253,0.2153253424657534,0.2153253424657534,0.8314049586776859,0.845
FedDQL-Federated,0.1536144578313253,0.21575342465753425,0.21575342465753425,0.8316831683168316,0.845
FedDQL-Federated,0.1536144578313253,0.21618150684931506,0.21618150684931506,0.8319604612850082,0.845
FedDQL-Federated,0.1536144578313253,0.2166095890410959,0.2166095890410959,0.8322368421052632,0.845
FedDQL-Federated,0.1536144578313253,0.2170376712328767,0.2170376712328767,0.8325123152709359,0.845
FedDQL-Federated,0.15512048192771086,0.2170376712328767,0.2170376712328767,0.8311475409836065,0.845
FedDQL-Federated,0.15512048192771086,0.21746575342465754,0.21746575342465754,0.8314238952536824,0.845
FedDQL-Federated,0.15512048192771086,0.21789383561643835,0.21789383561643835,0.8316993464052288,0.845
FedDQL-Federated,0.15512048192771086,0.2183219178082192,0.2183219178082192,0.831973898858075,0.845
FedDQL-Federated,0.1566265060240964,0.2183219178082192,0.2183219178082192,0.8306188925081434,0.845
FedDQL-Federated,0.15813253012048192,0.2183219178082192,0.2183219178082192,0.8292682926829268,0.845
FedDQL-Federated,0.15963855421686746,0.2183219178082192,0.2183219178082192,0.827922077922078,0.845
FedDQL-Federated,0.15963855421686746,0.21875,0.21875,0.8282009724473258,0.845
FedDQL-Federated,0.15963855421686746,0.2191780821917808,0.2191780821917808,0.8284789644012945,0.845
FedDQL-Federated,0.15963855421686746,0.21960616438356165,0.21960616438356165,0.8287560581583199,0.845
FedDQL-Federated,0.15963855421686746,0.22003424657534246,0.22003424657534246,0.8290322580645161,0.845
FedDQL-Federated,0.15963855421686746,0.2204623287671233,0.2204623287671233,0.8293075684380032,0.845
FedDQL-Federated,0.15963855421686746,0.2208904109589041,0.2208904109589041,0.8295819935691319,0.845
FedDQL-Federated,0.15963855421686746,0.22131849315068494,0.22131849315068494,0.8298555377207063,0.845
FedDQL-Federated,0.16114457831325302,0.22131849315068494,0.22131849315068494,0.8285256410256411,0.845
FedDQL-Federated,0.16114457831325302,0.22174657534246575,0.22174657534246575,0.8288,0.845
FedDQL-Federated,0.16114457831325302,0.2221746575342466,0.2221746575342466,0.829073482428115,0.845
FedDQL-Federated,0.16114457831325302,0.2226027397260274,0.2226027397260274,0.8293460925039873,0.845
FedDQL-Federated,0.16114457831325302,0.2230308219178082,0.2230308219178082,0.8296178343949044,0.845
FedDQL-Federated,0.16114457831325302,0.22345890410958905,0.22345890410958905,0.8298887122416534,0.845
FedDQL-Federated,0.16114457831325302,0.22388698630136986,0.22388698630136986,0.8301587301587302,0.845
FedDQL-Federated,0.16114457831325302,0.2243150684931507,0.2243150684931507,0.8304278922345484,0.845
FedDQL-Federated,0.16114457831325302,0.2247431506849315,0.2247431506849315,0.8306962025316456,0.845
FedDQL-Federated,0.16114457831325302,0.22517123287671234,0.22517123287671234,0.8309636650868878,0.845
FedDQL-Federated,0.16114457831325302,0.22559931506849315,0.22559931506849315,0.831230283911672,0.845
FedDQL-Federated,0.16114457831325302,0.22602739726027396,0.22602739726027396,0.831496062992126,0.845
FedDQL-Federated,0.16114457831325302,0.2264554794520548,0.2264554794520548,0.8317610062893082,0.845
FedDQL-Federated,0.16114457831325302,0.2268835616438356,0.2268835616438356,0.8320251177394035,0.845
